trialnumber,moviename,soundfolder,soundname,frequency,soundphase,soundcat
1,"1046-sin-4Hz-ninety.avi","oneeighty-4Hz","sin-oneeighty-4Hz-synth6.wav","Theta",180,"synth"
2,"1180-sin-37.5Hz-ninety.avi","zero","sin-zero-guitar23.wav","Gamma",0,"guitar"
3,"1179-sin-37.5Hz-ninety.avi","ninety","sin-ninety-guitar1.wav","Gamma",90,"guitar"
4,"1181-sin-37.5Hz-ninety.avi","zero","sin-zero-guitar11.wav","Gamma",0,"guitar"
5,"1037-sin-4Hz-ninety.avi","oneeighty-4Hz","sin-oneeighty-4Hz-synth18.wav","Theta",180,"synth"
6,"1034-sin-4Hz-ninety.avi","zero-4Hz","sin-zero-4Hz-synth21.wav","Theta",0,"synth"
7,"1008-sin-37.5Hz-ninety.avi","oneeighty","sin-oneeighty-orch9.wav","Gamma",180,"orch"
8,"1044-sin-4Hz-ninety.avi","zero-4Hz","sin-zero-4Hz-synth19.wav","Theta",0,"synth"
9,"1192-sin-37.5Hz-ninety.avi","ninety","sin-ninety-guitar4.wav","Gamma",90,"guitar"
10,"1004-sin-37.5Hz-ninety.avi","oneeighty","sin-oneeighty-orch8.wav","Gamma",180,"orch"
11,"1020-sin-37.5Hz-ninety.avi","twoseventy","sin-twoseventy-orch16.wav","Gamma",270,"orch"
12,"1022-sin-37.5Hz-ninety.avi","twoseventy","sin-twoseventy-orch14.wav","Gamma",270,"orch"
