trialnumber,moviename,soundfolder,soundname,frequency,soundphase,soundcat
1,"1175-sin-37.5Hz-ninety.avi","oneeighty","sin-oneeighty-guitar9.wav","Gamma",180,"guitar"
2,"1149-sin-37.5Hz-ninety.avi","ninety","sin-ninety-ep3.wav","Gamma",90,"ep"
3,"1166-sin-37.5Hz-ninety.avi","ninety","sin-ninety-ep2.wav","Gamma",90,"ep"
4,"1145-sin-37.5Hz-ninety.avi","zero","sin-zero-ep11.wav","Gamma",0,"ep"
5,"1003-sin-4Hz-ninety.avi","zero-4Hz","sin-zero-4Hz-orch20.wav","Theta",0,"orch"
6,"1021-sin-4Hz-ninety.avi","oneeighty-4Hz","sin-oneeighty-4Hz-orch18.wav","Theta",180,"orch"
7,"1171-sin-37.5Hz-ninety.avi","oneeighty","sin-oneeighty-guitar8.wav","Gamma",180,"guitar"
8,"1005-sin-4Hz-ninety.avi","oneeighty-4Hz","sin-oneeighty-4Hz-orch17.wav","Theta",180,"orch"
9,"1155-sin-37.5Hz-ninety.avi","zero","sin-zero-ep23.wav","Gamma",0,"ep"
10,"1188-sin-37.5Hz-ninety.avi","twoseventy","sin-twoseventy-guitar15.wav","Gamma",270,"guitar"
11,"1023-sin-4Hz-ninety.avi","zero-4Hz","sin-zero-4Hz-orch19.wav","Theta",0,"orch"
12,"1187-sin-37.5Hz-ninety.avi","twoseventy","sin-twoseventy-guitar13.wav","Gamma",270,"guitar"
