respMat_ 1,respMat_ 2,respMat_ 3,respMat_ 4,respMat_ 5,respMat_ 6,respMat_ 7,respMat_ 8,respMat_ 9,respMat_10,respMat_11
8,5,1,1025.avi,oneeighty,sin-oneeighty-4Hz-ep15.wav,180,ep,3,4.84135376590348,6902.69581895049
8,5,2,1134.avi,oneeighty,sin-oneeighty-4Hz-orch23.wav,180,orch,5,2.02644108932782,6912.91865420346
8,5,3,1108.avi,zero,sin-zero-4Hz-orch11.wav,0,orch,4,1.30375843160436,6920.08925810936
8,5,4,1010.avi,zero,sin-zero-4Hz-ep2.wav,0,ep,5,1.97546853987024,6926.5934509318
8,5,5,1103.avi,zero,sin-zero-4Hz-orch12.wav,0,orch,5,2.09018847249263,6933.95061166395
8,5,6,1095.avi,oneeighty,sin-oneeighty-4Hz-guitar22.wav,180,guitar,5,1.74854777921792,6940.66816585338
8,5,7,1082.avi,oneeighty,sin-oneeighty-4Hz-guitar21.wav,180,guitar,3,1.18062176150124,6947.8120630244
8,5,8,1051.avi,zero,sin-zero-4Hz-guitar6.wav,0,guitar,4,2.6309791000358,6954.08967227491
8,5,9,1009.avi,zero,sin-zero-4Hz-ep4.wav,0,ep,3,1.36166583904014,6961.60683735399
8,5,10,1150.avi,zero,sin-zero-4Hz-synth9.wav,0,synth,4,1.41243915434188,6969.44394048936
8,5,11,1065.avi,zero,sin-zero-4Hz-guitar4.wav,0,guitar,5,1.25220176382572,6975.38824186423
8,5,12,1151.avi,zero,sin-zero-4Hz-synth7.wav,0,synth,3,0.944855608064245,6981.19939686387
8,5,13,1175.avi,oneeighty,sin-oneeighty-4Hz-synth16.wav,180,synth,1,1.08863504981582,6987.58363170661
8,5,14,1044.avi,oneeighty,sin-oneeighty-4Hz-ep18.wav,180,ep,4,1.08820216833192,6993.84790615468
8,5,15,1124.avi,oneeighty,sin-oneeighty-4Hz-orch15.wav,180,orch,3,1.02633905728999,7000.0456840901
8,5,16,1171.avi,oneeighty,sin-oneeighty-4Hz-synth13.wav,180,synth,3,1.66897094049091,7006.96296931341
