trialnumber,moviename,soundfolder,soundname,frequency,soundphase,soundcat
1,"1042-sin-4Hz-ninety.avi","oneeighty-4Hz","sin-oneeighty-4Hz-ep8.wav","Theta",180,"ep"
2,"1191-sin-37.5Hz-ninety.avi","zero","sin-zero-choir15.wav","Gamma",0,"choir"
3,"1177-sin-37.5Hz-ninety.avi","ninety","sin-ninety-choir20.wav","Gamma",90,"choir"
4,"1034-sin-4Hz-ninety.avi","zero-4Hz","sin-zero-4Hz-ep3.wav","Theta",0,"ep"
5,"1037-sin-4Hz-ninety.avi","oneeighty-4Hz","sin-oneeighty-4Hz-ep9.wav","Theta",180,"ep"
6,"1015-sin-37.5Hz-ninety.avi","oneeighty","sin-oneeighty-dar17.wav","Gamma",180,"dar"
7,"1190-sin-37.5Hz-ninety.avi","zero","sin-zero-choir14.wav","Gamma",0,"choir"
8,"1022-sin-37.5Hz-ninety.avi","oneeighty","sin-oneeighty-dar6.wav","Gamma",180,"dar"
9,"1013-sin-37.5Hz-ninety.avi","twoseventy","sin-twoseventy-dar11.wav","Gamma",270,"dar"
10,"1035-sin-4Hz-ninety.avi","zero-4Hz","sin-zero-4Hz-ep4.wav","Theta",0,"ep"
11,"1016-sin-37.5Hz-ninety.avi","twoseventy","sin-twoseventy-dar24.wav","Gamma",270,"dar"
12,"1192-sin-37.5Hz-ninety.avi","ninety","sin-ninety-choir21.wav","Gamma",90,"choir"
