trialnumber,moviename,soundfolder,soundname,frequency,soundphase,soundcat
1,"1116-sin-37.5Hz-ninety.avi","twoseventy","sin-twoseventy-synth11.wav","Gamma",270,"synth"
2,"1109-sin-37.5Hz-ninety.avi","oneeighty","sin-oneeighty-synth5.wav","Gamma",180,"synth"
3,"1105-sin-37.5Hz-ninety.avi","twoseventy","sin-twoseventy-synth23.wav","Gamma",270,"synth"
4,"1133-sin-4Hz-ninety.avi","zero-4Hz","sin-zero-4Hz-yann2.wav","Theta",0,"yann"
5,"1081-sin-37.5Hz-ninety.avi","ninety","sin-ninety-orch19.wav","Gamma",90,"orch"
6,"1131-sin-4Hz-ninety.avi","oneeighty-4Hz","sin-oneeighty-4Hz-yann7.wav","Theta",180,"yann"
7,"1135-sin-4Hz-ninety.avi","zero-4Hz","sin-zero-4Hz-yann3.wav","Theta",0,"yann"
8,"1098-sin-37.5Hz-ninety.avi","oneeighty","sin-oneeighty-synth6.wav","Gamma",180,"synth"
9,"1091-sin-37.5Hz-ninety.avi","ninety","sin-ninety-orch20.wav","Gamma",90,"orch"
10,"1092-sin-37.5Hz-ninety.avi","zero","sin-zero-orch16.wav","Gamma",0,"orch"
11,"1096-sin-37.5Hz-ninety.avi","zero","sin-zero-orch14.wav","Gamma",0,"orch"
12,"1136-sin-4Hz-ninety.avi","oneeighty-4Hz","sin-oneeighty-4Hz-yann9.wav","Theta",180,"yann"
