trialnumber,moviename,soundfolder,soundname,frequency,soundphase,soundcat
1,"1035-sin-37.5Hz-ninety.avi","zero","sin-zero-yann2.wav","Gamma",0,"yann"
2,"1057-sin-37.5Hz-ninety.avi","oneeighty","sin-oneeighty-acoustic15.wav","Gamma",180,"acoustic"
3,"1048-sin-37.5Hz-ninety.avi","ninety","sin-ninety-yann7.wav","Gamma",90,"yann"
4,"1095-sin-4Hz-ninety.avi","oneeighty-4Hz","sin-oneeighty-4Hz-choir23.wav","Theta",180,"choir"
5,"1064-sin-37.5Hz-ninety.avi","twoseventy","sin-twoseventy-acoustic25.wav","Gamma",270,"acoustic"
6,"1093-sin-4Hz-ninety.avi","oneeighty-4Hz","sin-oneeighty-4Hz-choir24.wav","Theta",180,"choir"
7,"1075-sin-4Hz-ninety.avi","zero-4Hz","sin-zero-4Hz-choir6.wav","Theta",0,"choir"
8,"1046-sin-37.5Hz-ninety.avi","ninety","sin-ninety-yann9.wav","Gamma",90,"yann"
9,"1033-sin-37.5Hz-ninety.avi","zero","sin-zero-yann4.wav","Gamma",0,"yann"
10,"1087-sin-4Hz-ninety.avi","zero-4Hz","sin-zero-4Hz-choir18.wav","Theta",0,"choir"
11,"1066-sin-37.5Hz-ninety.avi","twoseventy","sin-twoseventy-acoustic22.wav","Gamma",270,"acoustic"
12,"1049-sin-37.5Hz-ninety.avi","oneeighty","sin-oneeighty-acoustic14.wav","Gamma",180,"acoustic"
