trialnumber,moviename,soundfolder,soundname,frequency,soundphase,soundcat
1,"1035-sin-37.5Hz-ninety.avi","twoseventy","sin-twoseventy-choir11.wav","Gamma",270,"choir"
2,"1064-sin-4Hz-ninety.avi","oneeighty-4Hz","sin-oneeighty-4Hz-dar10.wav","Theta",180,"dar"
3,"1062-sin-4Hz-ninety.avi","oneeighty-4Hz","sin-oneeighty-4Hz-dar7.wav","Theta",180,"dar"
4,"1007-sin-37.5Hz-ninety.avi","ninety","sin-ninety-acoustic22.wav","Gamma",90,"acoustic"
5,"1053-sin-4Hz-ninety.avi","zero-4Hz","sin-zero-4Hz-dar4.wav","Theta",0,"dar"
6,"1049-sin-4Hz-ninety.avi","zero-4Hz","sin-zero-4Hz-dar3.wav","Theta",0,"dar"
7,"1025-sin-37.5Hz-ninety.avi","twoseventy","sin-twoseventy-choir23.wav","Gamma",270,"choir"
8,"1010-sin-37.5Hz-ninety.avi","zero","sin-zero-acoustic16.wav","Gamma",0,"acoustic"
9,"1013-sin-37.5Hz-ninety.avi","zero","sin-zero-acoustic14.wav","Gamma",0,"acoustic"
10,"1017-sin-37.5Hz-ninety.avi","ninety","sin-ninety-acoustic19.wav","Gamma",90,"acoustic"
11,"1043-sin-37.5Hz-ninety.avi","oneeighty","sin-oneeighty-choir6.wav","Gamma",180,"choir"
12,"1041-sin-37.5Hz-ninety.avi","oneeighty","sin-oneeighty-choir5.wav","Gamma",180,"choir"
