trialnumber,moviename,soundfolder,soundname,frequency,soundphase,soundcat
1,"1087-sin-37.5Hz-ninety.avi","ninety","sin-ninety-ep22.wav","Gamma",90,"ep"
2,"1140-sin-4Hz-ninety.avi","oneeighty-4Hz","sin-oneeighty-4Hz-orch7.wav","Theta",180,"orch"
3,"1075-sin-37.5Hz-ninety.avi","ninety","sin-ninety-ep21.wav","Gamma",90,"ep"
4,"1114-sin-37.5Hz-ninety.avi","twoseventy","sin-twoseventy-guitar11.wav","Gamma",270,"guitar"
5,"1137-sin-4Hz-ninety.avi","zero-4Hz","sin-zero-4Hz-orch4.wav","Theta",0,"orch"
6,"1110-sin-37.5Hz-ninety.avi","twoseventy","sin-twoseventy-guitar24.wav","Gamma",270,"guitar"
7,"1138-sin-4Hz-ninety.avi","oneeighty-4Hz","sin-oneeighty-4Hz-orch10.wav","Theta",180,"orch"
8,"1105-sin-37.5Hz-ninety.avi","oneeighty","sin-oneeighty-guitar6.wav","Gamma",180,"guitar"
9,"1097-sin-37.5Hz-ninety.avi","oneeighty","sin-oneeighty-guitar18.wav","Gamma",180,"guitar"
10,"1092-sin-37.5Hz-ninety.avi","zero","sin-zero-ep15.wav","Gamma",0,"ep"
11,"1083-sin-37.5Hz-ninety.avi","zero","sin-zero-ep16.wav","Gamma",0,"ep"
12,"1123-sin-4Hz-ninety.avi","zero-4Hz","sin-zero-4Hz-orch1.wav","Theta",0,"orch"
