trialnumber,moviename,soundfolder,soundname,frequency,soundphase,soundcat
1,"1109-sin-4Hz-ninety.avi","zero-4Hz","sin-zero-4Hz-guitar1.wav","Theta",0,"guitar"
2,"1065-sin-37.5Hz-ninety.avi","zero","sin-zero-dar15.wav","Gamma",0,"dar"
3,"1112-sin-4Hz-ninety.avi","zero-4Hz","sin-zero-4Hz-guitar3.wav","Theta",0,"guitar"
4,"1100-sin-4Hz-ninety.avi","oneeighty-4Hz","sin-oneeighty-4Hz-guitar9.wav","Theta",180,"guitar"
5,"1066-sin-37.5Hz-ninety.avi","ninety","sin-ninety-dar21.wav","Gamma",90,"dar"
6,"1058-sin-37.5Hz-ninety.avi","ninety","sin-ninety-dar19.wav","Gamma",90,"dar"
7,"1081-sin-37.5Hz-ninety.avi","twoseventy","sin-twoseventy-ep12.wav","Gamma",270,"ep"
8,"1084-sin-37.5Hz-ninety.avi","oneeighty","sin-oneeighty-ep6.wav","Gamma",180,"ep"
9,"1096-sin-37.5Hz-ninety.avi","oneeighty","sin-oneeighty-ep17.wav","Gamma",180,"ep"
10,"1068-sin-37.5Hz-ninety.avi","zero","sin-zero-dar13.wav","Gamma",0,"dar"
11,"1120-sin-4Hz-ninety.avi","oneeighty-4Hz","sin-oneeighty-4Hz-guitar8.wav","Theta",180,"guitar"
12,"1077-sin-37.5Hz-ninety.avi","twoseventy","sin-twoseventy-ep24.wav","Gamma",270,"ep"
