trialnumber,moviename,soundfolder,soundname,frequency,soundphase,soundcat
1,"1098-sin-37.5Hz-ninety.avi","oneeighty","sin-oneeighty-guitar5.wav","Gamma",180,"guitar"
2,"1144-sin-4Hz-ninety.avi","oneeighty-4Hz","sin-oneeighty-4Hz-orch9.wav","Theta",180,"orch"
3,"1131-sin-4Hz-ninety.avi","zero-4Hz","sin-zero-4Hz-orch3.wav","Theta",0,"orch"
4,"1099-sin-37.5Hz-ninety.avi","twoseventy","sin-twoseventy-guitar23.wav","Gamma",270,"guitar"
5,"1085-sin-37.5Hz-ninety.avi","zero","sin-zero-ep13.wav","Gamma",0,"ep"
6,"1086-sin-37.5Hz-ninety.avi","ninety","sin-ninety-ep20.wav","Gamma",90,"ep"
7,"1088-sin-37.5Hz-ninety.avi","zero","sin-zero-ep14.wav","Gamma",0,"ep"
8,"1129-sin-4Hz-ninety.avi","oneeighty-4Hz","sin-oneeighty-4Hz-orch8.wav","Theta",180,"orch"
9,"1078-sin-37.5Hz-ninety.avi","ninety","sin-ninety-ep19.wav","Gamma",90,"ep"
10,"1118-sin-37.5Hz-ninety.avi","twoseventy","sin-twoseventy-guitar12.wav","Gamma",270,"guitar"
11,"1104-sin-37.5Hz-ninety.avi","oneeighty","sin-oneeighty-guitar17.wav","Gamma",180,"guitar"
12,"1139-sin-4Hz-ninety.avi","zero-4Hz","sin-zero-4Hz-orch2.wav","Theta",0,"orch"
