trialnumber,moviename,soundfolder,soundname,frequency,soundphase,soundcat
1,"1168-sin-37.5Hz-ninety.avi","twoseventy","sin-twoseventy-synth23.wav","Gamma",270,"synth"
2,"1184-sin-4Hz-ninety.avi","oneeighty-4Hz","sin-oneeighty-4Hz-yann10.wav","Theta",180,"yann"
3,"1142-sin-37.5Hz-ninety.avi","ninety","sin-ninety-orch19.wav","Gamma",90,"orch"
4,"1167-sin-37.5Hz-ninety.avi","oneeighty","sin-oneeighty-synth6.wav","Gamma",180,"synth"
5,"1135-sin-37.5Hz-ninety.avi","zero","sin-zero-orch16.wav","Gamma",0,"orch"
6,"1165-sin-37.5Hz-ninety.avi","oneeighty","sin-oneeighty-synth5.wav","Gamma",180,"synth"
7,"1187-sin-4Hz-ninety.avi","zero-4Hz","sin-zero-4Hz-yann3.wav","Theta",0,"yann"
8,"1155-sin-37.5Hz-ninety.avi","twoseventy","sin-twoseventy-synth12.wav","Gamma",270,"synth"
9,"1169-sin-4Hz-ninety.avi","zero-4Hz","sin-zero-4Hz-yann2.wav","Theta",0,"yann"
10,"1175-sin-4Hz-ninety.avi","oneeighty-4Hz","sin-oneeighty-4Hz-yann9.wav","Theta",180,"yann"
11,"1124-sin-37.5Hz-ninety.avi","zero","sin-zero-orch14.wav","Gamma",0,"orch"
12,"1126-sin-37.5Hz-ninety.avi","ninety","sin-ninety-orch21.wav","Gamma",90,"orch"
