trialnumber,moviename,soundfolder,soundname,frequency,soundphase,soundcat
1,"1103-sin-37.5Hz-ninety.avi","oneeighty","sin-oneeighty-dar3.wav","Gamma",180,"dar"
2,"1094-sin-37.5Hz-ninety.avi","ninety","sin-ninety-choir24.wav","Gamma",90,"choir"
3,"1107-sin-37.5Hz-ninety.avi","twoseventy","sin-twoseventy-dar7.wav","Gamma",270,"dar"
4,"1132-sin-4Hz-ninety.avi","zero-4Hz","sin-zero-4Hz-ep13.wav","Theta",0,"ep"
5,"1126-sin-4Hz-ninety.avi","oneeighty-4Hz","sin-oneeighty-4Hz-ep19.wav","Theta",180,"ep"
6,"1085-sin-37.5Hz-ninety.avi","zero","sin-zero-choir5.wav","Gamma",0,"choir"
7,"1106-sin-37.5Hz-ninety.avi","twoseventy","sin-twoseventy-dar8.wav","Gamma",270,"dar"
8,"1095-sin-37.5Hz-ninety.avi","zero","sin-zero-choir6.wav","Gamma",0,"choir"
9,"1141-sin-4Hz-ninety.avi","zero-4Hz","sin-zero-4Hz-ep16.wav","Theta",0,"ep"
10,"1110-sin-37.5Hz-ninety.avi","oneeighty","sin-oneeighty-dar1.wav","Gamma",180,"dar"
11,"1131-sin-4Hz-ninety.avi","oneeighty-4Hz","sin-oneeighty-4Hz-ep22.wav","Theta",180,"ep"
12,"1092-sin-37.5Hz-ninety.avi","ninety","sin-ninety-choir23.wav","Gamma",90,"choir"
