trialnumber,moviename,soundfolder,soundname,frequency,soundphase,soundcat
1,"1149-sin-4Hz-ninety.avi","zero-4Hz","sin-zero-4Hz-guitar16.wav","Theta",0,"guitar"
2,"1127-sin-37.5Hz-ninety.avi","twoseventy","sin-twoseventy-ep9.wav","Gamma",270,"ep"
3,"1099-sin-37.5Hz-ninety.avi","zero","sin-zero-dar5.wav","Gamma",0,"dar"
4,"1111-sin-37.5Hz-ninety.avi","ninety","sin-ninety-dar11.wav","Gamma",90,"dar"
5,"1125-sin-37.5Hz-ninety.avi","oneeighty","sin-oneeighty-ep3.wav","Gamma",180,"ep"
6,"1113-sin-37.5Hz-ninety.avi","ninety","sin-ninety-dar12.wav","Gamma",90,"dar"
7,"1154-sin-4Hz-ninety.avi","oneeighty-4Hz","sin-oneeighty-4Hz-guitar19.wav","Theta",180,"guitar"
8,"1128-sin-37.5Hz-ninety.avi","twoseventy","sin-twoseventy-ep10.wav","Gamma",270,"ep"
9,"1130-sin-37.5Hz-ninety.avi","oneeighty","sin-oneeighty-ep1.wav","Gamma",180,"ep"
10,"1163-sin-4Hz-ninety.avi","zero-4Hz","sin-zero-4Hz-guitar13.wav","Theta",0,"guitar"
11,"1145-sin-4Hz-ninety.avi","oneeighty-4Hz","sin-oneeighty-4Hz-guitar21.wav","Theta",180,"guitar"
12,"1115-sin-37.5Hz-ninety.avi","zero","sin-zero-dar18.wav","Gamma",0,"dar"
