trialnumber,moviename,soundfolder,soundname,frequency,soundphase,soundcat
1,"1078-sin-37.5Hz-ninety.avi","ninety","sin-ninety-choir12.wav","Gamma",90,"choir"
2,"1123-sin-4Hz-ninety.avi","zero-4Hz","sin-zero-4Hz-ep14.wav","Theta",0,"ep"
3,"1109-sin-37.5Hz-ninety.avi","twoseventy","sin-twoseventy-dar10.wav","Gamma",270,"dar"
4,"1090-sin-37.5Hz-ninety.avi","zero","sin-zero-choir18.wav","Gamma",0,"choir"
5,"1136-sin-4Hz-ninety.avi","oneeighty-4Hz","sin-oneeighty-4Hz-ep20.wav","Theta",180,"ep"
6,"1121-sin-4Hz-ninety.avi","oneeighty-4Hz","sin-oneeighty-4Hz-ep21.wav","Theta",180,"ep"
7,"1083-sin-37.5Hz-ninety.avi","zero","sin-zero-choir17.wav","Gamma",0,"choir"
8,"1079-sin-37.5Hz-ninety.avi","ninety","sin-ninety-choir11.wav","Gamma",90,"choir"
9,"1114-sin-37.5Hz-ninety.avi","oneeighty","sin-oneeighty-dar4.wav","Gamma",180,"dar"
10,"1102-sin-37.5Hz-ninety.avi","oneeighty","sin-oneeighty-dar2.wav","Gamma",180,"dar"
11,"1119-sin-37.5Hz-ninety.avi","twoseventy","sin-twoseventy-dar9.wav","Gamma",270,"dar"
12,"1124-sin-4Hz-ninety.avi","zero-4Hz","sin-zero-4Hz-ep15.wav","Theta",0,"ep"
