trialnumber,moviename,soundfolder,soundname,frequency,soundphase,soundcat,movie1,movie2,movie3,movie4,correctresponse
1,"1042.avi","oneeighty","sin-oneeighty-4Hz-guitar19.wav","Theta",180,"guitar","1042.avi","1043.avi","1024.avi","1002.avi",1
2,"1104.avi","zero","sin-zero-4Hz-synth9.wav","Theta",0,"synth","1129.avi","1099.avi","1128.avi","1104.avi",4
3,"1172.avi","oneeighty","sin-oneeighty-4Hz-yann20.wav","Theta",180,"yann","1165.avi","1178.avi","1158.avi","1172.avi",4
4,"1096.avi","oneeighty","sin-oneeighty-4Hz-orch18.wav","Theta",180,"orch","1069.avi","1075.avi","1053.avi","1096.avi",4
5,"1178.avi","oneeighty","sin-oneeighty-4Hz-yann18.wav","Theta",180,"yann","1172.avi","1158.avi","1178.avi","1165.avi",3
6,"1158.avi","zero","sin-zero-4Hz-yann11.wav","Theta",0,"yann","1178.avi","1172.avi","1165.avi","1158.avi",4
7,"1128.avi","oneeighty","sin-oneeighty-4Hz-synth16.wav","Theta",180,"synth","1128.avi","1099.avi","1129.avi","1104.avi",1
8,"1099.avi","zero","sin-zero-4Hz-synth3.wav","Theta",0,"synth","1104.avi","1128.avi","1099.avi","1129.avi",3
9,"1024.avi","zero","sin-zero-4Hz-guitar8.wav","Theta",0,"guitar","1043.avi","1024.avi","1002.avi","1042.avi",2
10,"1002.avi","zero","sin-zero-4Hz-guitar4.wav","Theta",0,"guitar","1043.avi","1002.avi","1024.avi","1042.avi",2
11,"1129.avi","oneeighty","sin-oneeighty-4Hz-synth17.wav","Theta",180,"synth","1099.avi","1104.avi","1129.avi","1128.avi",3
12,"1053.avi","zero","sin-zero-4Hz-orch11.wav","Theta",0,"orch","1069.avi","1096.avi","1075.avi","1053.avi",4
13,"1043.avi","oneeighty","sin-oneeighty-4Hz-guitar13.wav","Theta",180,"guitar","1042.avi","1024.avi","1002.avi","1043.avi",4
14,"1075.avi","oneeighty","sin-oneeighty-4Hz-orch23.wav","Theta",180,"orch","1075.avi","1096.avi","1053.avi","1069.avi",1
15,"1069.avi","zero","sin-zero-4Hz-orch5.wav","Theta",0,"orch","1053.avi","1075.avi","1069.avi","1096.avi",3
16,"1165.avi","zero","sin-zero-4Hz-yann3.wav","Theta",0,"yann","1158.avi","1178.avi","1172.avi","1165.avi",4
