trialnumber,moviename,soundfolder,soundname,frequency,soundphase,soundcat,movie1,movie2,movie3,movie4,correctresponse
1,"1148.avi","zero","sin-zero-4Hz-acoustic9.wav","Theta",0,"acoustic","1157.avi","1148.avi","1190.avi","1169.avi",2
2,"1056.avi","zero","sin-zero-4Hz-synth2.wav","Theta",0,"synth","1056.avi","1095.avi","1057.avi","1077.avi",1
3,"1014.avi","zero","sin-zero-4Hz-orch8.wav","Theta",0,"orch","1026.avi","1012.avi","1014.avi","1036.avi",3
4,"1012.avi","zero","sin-zero-4Hz-orch1.wav","Theta",0,"orch","1036.avi","1012.avi","1014.avi","1026.avi",2
5,"1141.avi","oneeighty","sin-oneeighty-4Hz-yann22.wav","Theta",180,"yann","1141.avi","1100.avi","1124.avi","1113.avi",1
6,"1057.avi","zero","sin-zero-4Hz-synth10.wav","Theta",0,"synth","1077.avi","1095.avi","1057.avi","1056.avi",3
7,"1190.avi","oneeighty","sin-oneeighty-4Hz-acoustic23.wav","Theta",180,"acoustic","1190.avi","1148.avi","1169.avi","1157.avi",1
8,"1169.avi","oneeighty","sin-oneeighty-4Hz-acoustic14.wav","Theta",180,"acoustic","1148.avi","1157.avi","1169.avi","1190.avi",3
9,"1113.avi","zero","sin-zero-4Hz-yann7.wav","Theta",0,"yann","1124.avi","1100.avi","1113.avi","1141.avi",3
10,"1077.avi","oneeighty","sin-oneeighty-4Hz-synth14.wav","Theta",180,"synth","1077.avi","1056.avi","1095.avi","1057.avi",1
11,"1124.avi","oneeighty","sin-oneeighty-4Hz-yann17.wav","Theta",180,"yann","1124.avi","1141.avi","1100.avi","1113.avi",1
12,"1036.avi","oneeighty","sin-oneeighty-4Hz-orch16.wav","Theta",180,"orch","1026.avi","1014.avi","1036.avi","1012.avi",3
13,"1100.avi","zero","sin-zero-4Hz-yann10.wav","Theta",0,"yann","1100.avi","1124.avi","1141.avi","1113.avi",1
14,"1026.avi","oneeighty","sin-oneeighty-4Hz-orch15.wav","Theta",180,"orch","1012.avi","1026.avi","1036.avi","1014.avi",2
15,"1157.avi","zero","sin-zero-4Hz-acoustic5.wav","Theta",0,"acoustic","1148.avi","1190.avi","1169.avi","1157.avi",4
16,"1095.avi","oneeighty","sin-oneeighty-4Hz-synth24.wav","Theta",180,"synth","1077.avi","1095.avi","1056.avi","1057.avi",2
