trialnumber,moviename,soundfolder,soundname,frequency,soundphase,soundcat,movie1,movie2,movie3,movie4,correctresponse
1,"1163.avi","zero","sin-zero-4Hz-ep6.wav","Theta",0,"ep","1154.avi","1163.avi","1182.avi","1175.avi",2
2,"1025.avi","oneeighty","sin-oneeighty-4Hz-acoustic22.wav","Theta",180,"acoustic","1025.avi","1006.avi","1037.avi","1015.avi",1
3,"1110.avi","zero","sin-zero-4Hz-dar4.wav","Theta",0,"dar","1106.avi","1127.avi","1140.avi","1110.avi",4
4,"1182.avi","oneeighty","sin-oneeighty-4Hz-ep18.wav","Theta",180,"ep","1154.avi","1163.avi","1175.avi","1182.avi",4
5,"1127.avi","oneeighty","sin-oneeighty-4Hz-dar20.wav","Theta",180,"dar","1140.avi","1127.avi","1106.avi","1110.avi",2
6,"1059.avi","zero","sin-zero-4Hz-choir1.wav","Theta",0,"choir","1059.avi","1074.avi","1072.avi","1091.avi",1
7,"1106.avi","zero","sin-zero-4Hz-dar5.wav","Theta",0,"dar","1106.avi","1110.avi","1140.avi","1127.avi",1
8,"1140.avi","oneeighty","sin-oneeighty-4Hz-dar24.wav","Theta",180,"dar","1110.avi","1140.avi","1106.avi","1127.avi",2
9,"1091.avi","oneeighty","sin-oneeighty-4Hz-choir20.wav","Theta",180,"choir","1091.avi","1074.avi","1059.avi","1072.avi",1
10,"1175.avi","oneeighty","sin-oneeighty-4Hz-ep21.wav","Theta",180,"ep","1154.avi","1182.avi","1175.avi","1163.avi",3
11,"1154.avi","zero","sin-zero-4Hz-ep12.wav","Theta",0,"ep","1182.avi","1154.avi","1163.avi","1175.avi",2
12,"1072.avi","zero","sin-zero-4Hz-choir12.wav","Theta",0,"choir","1074.avi","1091.avi","1072.avi","1059.avi",3
13,"1015.avi","zero","sin-zero-4Hz-acoustic3.wav","Theta",0,"acoustic","1037.avi","1006.avi","1025.avi","1015.avi",4
14,"1006.avi","zero","sin-zero-4Hz-acoustic7.wav","Theta",0,"acoustic","1037.avi","1015.avi","1025.avi","1006.avi",4
15,"1074.avi","oneeighty","sin-oneeighty-4Hz-choir21.wav","Theta",180,"choir","1072.avi","1074.avi","1091.avi","1059.avi",2
16,"1037.avi","oneeighty","sin-oneeighty-4Hz-acoustic16.wav","Theta",180,"acoustic","1015.avi","1006.avi","1037.avi","1025.avi",3
