trialnumber,moviename,soundfolder,soundname,frequency,soundphase,soundcat,movie1,movie2,movie3,movie4,correctresponse
1,"1101.avi","zero","sin-zero-4Hz-synth1.wav","Theta",0,"synth","1101.avi","1133.avi","1144.avi","1118.avi",1
2,"1086.avi","oneeighty","sin-oneeighty-4Hz-ep15.wav","Theta",180,"ep","1052.avi","1094.avi","1086.avi","1055.avi",3
3,"1039.avi","oneeighty","sin-oneeighty-4Hz-dar17.wav","Theta",180,"dar","1039.avi","1017.avi","1022.avi","1031.avi",1
4,"1031.avi","oneeighty","sin-oneeighty-4Hz-dar14.wav","Theta",180,"dar","1031.avi","1039.avi","1017.avi","1022.avi",1
5,"1052.avi","zero","sin-zero-4Hz-ep9.wav","Theta",0,"ep","1094.avi","1052.avi","1086.avi","1055.avi",2
6,"1118.avi","zero","sin-zero-4Hz-synth12.wav","Theta",0,"synth","1133.avi","1101.avi","1144.avi","1118.avi",4
7,"1017.avi","zero","sin-zero-4Hz-dar10.wav","Theta",0,"dar","1039.avi","1031.avi","1022.avi","1017.avi",4
8,"1167.avi","zero","sin-zero-4Hz-yann9.wav","Theta",0,"yann","1179.avi","1155.avi","1167.avi","1181.avi",3
9,"1055.avi","zero","sin-zero-4Hz-ep5.wav","Theta",0,"ep","1052.avi","1055.avi","1086.avi","1094.avi",2
10,"1155.avi","zero","sin-zero-4Hz-yann12.wav","Theta",0,"yann","1181.avi","1179.avi","1155.avi","1167.avi",3
11,"1144.avi","oneeighty","sin-oneeighty-4Hz-synth13.wav","Theta",180,"synth","1118.avi","1133.avi","1101.avi","1144.avi",4
12,"1179.avi","oneeighty","sin-oneeighty-4Hz-yann13.wav","Theta",180,"yann","1181.avi","1179.avi","1167.avi","1155.avi",2
13,"1094.avi","oneeighty","sin-oneeighty-4Hz-ep23.wav","Theta",180,"ep","1055.avi","1052.avi","1086.avi","1094.avi",4
14,"1133.avi","oneeighty","sin-oneeighty-4Hz-synth20.wav","Theta",180,"synth","1144.avi","1133.avi","1101.avi","1118.avi",2
15,"1181.avi","oneeighty","sin-oneeighty-4Hz-yann16.wav","Theta",180,"yann","1181.avi","1167.avi","1179.avi","1155.avi",1
16,"1022.avi","zero","sin-zero-4Hz-dar11.wav","Theta",0,"dar","1031.avi","1022.avi","1017.avi","1039.avi",2
