trialnumber,moviename,soundfolder,soundname,frequency,soundphase,soundcat
1,"1132.avi","oneeighty","sin-oneeighty-4Hz-orch22.wav","Theta",180,"orch"
2,"1003.avi","zero","sin-zero-4Hz-ep1.wav","Theta",0,"ep"
3,"1078.avi","oneeighty","sin-oneeighty-4Hz-guitar21.wav","Theta",180,"guitar"
4,"1109.avi","zero","sin-zero-4Hz-orch3.wav","Theta",0,"orch"
5,"1160.avi","zero","sin-zero-4Hz-synth4.wav","Theta",0,"synth"
6,"1027.avi","oneeighty","sin-oneeighty-4Hz-ep16.wav","Theta",180,"ep"
7,"1081.avi","oneeighty","sin-oneeighty-4Hz-guitar23.wav","Theta",180,"guitar"
8,"1066.avi","zero","sin-zero-4Hz-guitar12.wav","Theta",0,"guitar"
9,"1009.avi","zero","sin-zero-4Hz-ep8.wav","Theta",0,"ep"
10,"1186.avi","oneeighty","sin-oneeighty-4Hz-synth21.wav","Theta",180,"synth"
11,"1156.avi","zero","sin-zero-4Hz-synth5.wav","Theta",0,"synth"
12,"1062.avi","zero","sin-zero-4Hz-guitar3.wav","Theta",0,"guitar"
13,"1119.avi","zero","sin-zero-4Hz-orch4.wav","Theta",0,"orch"
14,"1038.avi","oneeighty","sin-oneeighty-4Hz-ep14.wav","Theta",180,"ep"
15,"1121.avi","oneeighty","sin-oneeighty-4Hz-orch14.wav","Theta",180,"orch"
16,"1184.avi","oneeighty","sin-oneeighty-4Hz-synth15.wav","Theta",180,"synth"
