trialnumber,moviename,soundfolder,soundname,frequency,soundphase,soundcat
1,"1018-sin-37.5Hz-ninety.avi","zero","sin-zero-ep8.wav","Gamma",0,"ep"
2,"1070-sin-4Hz-ninety.avi","zero-4Hz","sin-zero-4Hz-orch24.wav","Theta",0,"orch"
3,"1051-sin-4Hz-ninety.avi","oneeighty-4Hz","sin-oneeighty-4Hz-orch3.wav","Theta",180,"orch"
4,"1038-sin-37.5Hz-ninety.avi","oneeighty","sin-oneeighty-guitar19.wav","Gamma",180,"guitar"
5,"1025-sin-37.5Hz-ninety.avi","twoseventy","sin-twoseventy-guitar5.wav","Gamma",270,"guitar"
6,"1062-sin-4Hz-ninety.avi","zero-4Hz","sin-zero-4Hz-orch23.wav","Theta",0,"orch"
7,"1068-sin-4Hz-ninety.avi","oneeighty-4Hz","sin-oneeighty-4Hz-orch1.wav","Theta",180,"orch"
8,"1001-sin-37.5Hz-ninety.avi","ninety","sin-ninety-ep16.wav","Gamma",90,"ep"
9,"1002-sin-37.5Hz-ninety.avi","zero","sin-zero-ep7.wav","Gamma",0,"ep"
10,"1048-sin-37.5Hz-ninety.avi","twoseventy","sin-twoseventy-guitar18.wav","Gamma",270,"guitar"
11,"1040-sin-37.5Hz-ninety.avi","oneeighty","sin-oneeighty-guitar22.wav","Gamma",180,"guitar"
12,"1010-sin-37.5Hz-ninety.avi","ninety","sin-ninety-ep15.wav","Gamma",90,"ep"
