respMat_ 1,respMat_ 2,respMat_ 3,respMat_ 4,respMat_ 5,respMat_ 6,respMat_ 7,respMat_ 8,respMat_ 9,respMat_10,respMat_11
1,6,1,1005.avi,zero,sin-zero-4Hz-choir5.wav,0,choir,4,2.68579627410509,1385378.33242983
1,6,2,1132.avi,oneeighty,sin-oneeighty-4Hz-ep24.wav,180,ep,2,1.07784485374577,1385385.55643793
1,6,3,1150.avi,zero,sin-zero-4Hz-guitar9.wav,0,guitar,2,2.42960896133445,1385392.54055374
1,6,4,1187.avi,oneeighty,sin-oneeighty-4Hz-guitar16.wav,180,guitar,3,2.1095576796215,1385399.64456634
1,6,5,1157.avi,zero,sin-zero-4Hz-guitar3.wav,0,guitar,5,0.296437974786386,1385407.40170606
1,6,6,1030.avi,oneeighty,sin-oneeighty-4Hz-choir17.wav,180,choir,1,0.335422889096662,1385412.34660603
1,6,7,1091.avi,oneeighty,sin-oneeighty-4Hz-dar14.wav,180,dar,3,1.58839074033313,1385418.79758237
1,6,8,1191.avi,oneeighty,sin-oneeighty-4Hz-guitar17.wav,180,guitar,2,1.8631181048695,1385426.07486629
1,6,9,1072.avi,zero,sin-zero-4Hz-dar8.wav,0,dar,5,0.724830695195124,1385434.3250868
1,6,10,1115.avi,zero,sin-zero-4Hz-ep10.wav,0,ep,3,1.86077286396176,1385441.42907042
1,6,11,1026.avi,oneeighty,sin-oneeighty-4Hz-choir14.wav,180,choir,2,1.7623053456191,1385449.75944028
1,6,12,1084.avi,oneeighty,sin-oneeighty-4Hz-dar15.wav,180,dar,5,0.311791771324351,1385457.13004058
1,6,13,1051.avi,zero,sin-zero-4Hz-dar5.wav,0,dar,5,0.444686847506091,1385463.5809807
1,6,14,1006.avi,zero,sin-zero-4Hz-choir6.wav,0,choir,2,1.58319854759611,1385470.41841707
1,6,15,1136.avi,oneeighty,sin-oneeighty-4Hz-ep23.wav,180,ep,3,1.95109709212556,1385477.4425019
1,6,16,1109.avi,zero,sin-zero-4Hz-ep3.wav,0,ep,1,1.23367885570042,1385484.27991171
