trialnumber,moviename,soundfolder,soundname,frequency,soundphase,soundcat
1,"1128-sin-37.5Hz-ninety.avi","oneeighty","sin-oneeighty-choir6.wav","Gamma",180,"choir"
2,"1125-sin-37.5Hz-ninety.avi","twoseventy","sin-twoseventy-choir11.wav","Gamma",270,"choir"
3,"1098-sin-37.5Hz-ninety.avi","zero","sin-zero-acoustic16.wav","Gamma",0,"acoustic"
4,"1157-sin-4Hz-ninety.avi","zero-4Hz","sin-zero-4Hz-dar2.wav","Theta",0,"dar"
5,"1106-sin-37.5Hz-ninety.avi","zero","sin-zero-acoustic13.wav","Gamma",0,"acoustic"
6,"1166-sin-4Hz-ninety.avi","oneeighty-4Hz","sin-oneeighty-4Hz-dar9.wav","Theta",180,"dar"
7,"1104-sin-37.5Hz-ninety.avi","ninety","sin-ninety-acoustic19.wav","Gamma",90,"acoustic"
8,"1120-sin-37.5Hz-ninety.avi","ninety","sin-ninety-acoustic22.wav","Gamma",90,"acoustic"
9,"1136-sin-37.5Hz-ninety.avi","twoseventy","sin-twoseventy-choir23.wav","Gamma",270,"choir"
10,"1134-sin-37.5Hz-ninety.avi","oneeighty","sin-oneeighty-choir17.wav","Gamma",180,"choir"
11,"1149-sin-4Hz-ninety.avi","zero-4Hz","sin-zero-4Hz-dar1.wav","Theta",0,"dar"
12,"1161-sin-4Hz-ninety.avi","oneeighty-4Hz","sin-oneeighty-4Hz-dar8.wav","Theta",180,"dar"
