trialnumber,moviename,soundfolder,soundname,frequency,soundphase,soundcat
1,"1106.avi","zero","sin-zero-4Hz-ep11.wav","Theta",0,"ep"
2,"1163.avi","zero","sin-zero-4Hz-guitar4.wav","Theta",0,"guitar"
3,"1178.avi","oneeighty","sin-oneeighty-4Hz-guitar23.wav","Theta",180,"guitar"
4,"1076.avi","oneeighty","sin-oneeighty-4Hz-dar16.wav","Theta",180,"dar"
5,"1136.avi","oneeighty","sin-oneeighty-4Hz-ep17.wav","Theta",180,"ep"
6,"1153.avi","zero","sin-zero-4Hz-guitar2.wav","Theta",0,"guitar"
7,"1054.avi","zero","sin-zero-4Hz-dar1.wav","Theta",0,"dar"
8,"1003.avi","zero","sin-zero-4Hz-choir3.wav","Theta",0,"choir"
9,"1172.avi","oneeighty","sin-oneeighty-4Hz-guitar19.wav","Theta",180,"guitar"
10,"1071.avi","zero","sin-zero-4Hz-dar9.wav","Theta",0,"dar"
11,"1095.avi","oneeighty","sin-oneeighty-4Hz-dar23.wav","Theta",180,"dar"
12,"1126.avi","oneeighty","sin-oneeighty-4Hz-ep15.wav","Theta",180,"ep"
13,"1100.avi","zero","sin-zero-4Hz-ep6.wav","Theta",0,"ep"
14,"1007.avi","zero","sin-zero-4Hz-choir9.wav","Theta",0,"choir"
15,"1025.avi","oneeighty","sin-oneeighty-4Hz-choir23.wav","Theta",180,"choir"
16,"1041.avi","oneeighty","sin-oneeighty-4Hz-choir16.wav","Theta",180,"choir"
