trialnumber,moviename,soundfolder,soundname,frequency,soundphase,soundcat,movie1,movie2,movie3,movie4,correctresponse
1,"1081.avi","oneeighty","sin-oneeighty-4Hz-acoustic20.wav","Theta",180,"acoustic","1075.avi","1049.avi","1051.avi","1081.avi",4
2,"1137.avi","oneeighty","sin-oneeighty-4Hz-choir16.wav","Theta",180,"choir","1117.avi","1097.avi","1137.avi","1139.avi",3
3,"1049.avi","zero","sin-zero-4Hz-acoustic12.wav","Theta",0,"acoustic","1049.avi","1075.avi","1051.avi","1081.avi",1
4,"1139.avi","oneeighty","sin-oneeighty-4Hz-choir20.wav","Theta",180,"choir","1097.avi","1139.avi","1117.avi","1137.avi",2
5,"1159.avi","zero","sin-zero-4Hz-dar6.wav","Theta",0,"dar","1159.avi","1145.avi","1189.avi","1177.avi",1
6,"1117.avi","zero","sin-zero-4Hz-choir2.wav","Theta",0,"choir","1117.avi","1137.avi","1097.avi","1139.avi",1
7,"1018.avi","zero","sin-zero-4Hz-yann11.wav","Theta",0,"yann","1013.avi","1043.avi","1025.avi","1018.avi",4
8,"1075.avi","oneeighty","sin-oneeighty-4Hz-acoustic23.wav","Theta",180,"acoustic","1081.avi","1075.avi","1049.avi","1051.avi",2
9,"1043.avi","oneeighty","sin-oneeighty-4Hz-yann13.wav","Theta",180,"yann","1013.avi","1025.avi","1043.avi","1018.avi",3
10,"1013.avi","zero","sin-zero-4Hz-yann1.wav","Theta",0,"yann","1018.avi","1043.avi","1013.avi","1025.avi",3
11,"1177.avi","oneeighty","sin-oneeighty-4Hz-dar13.wav","Theta",180,"dar","1145.avi","1177.avi","1189.avi","1159.avi",2
12,"1025.avi","oneeighty","sin-oneeighty-4Hz-yann23.wav","Theta",180,"yann","1043.avi","1013.avi","1025.avi","1018.avi",3
13,"1097.avi","zero","sin-zero-4Hz-choir1.wav","Theta",0,"choir","1117.avi","1137.avi","1139.avi","1097.avi",4
14,"1145.avi","zero","sin-zero-4Hz-dar8.wav","Theta",0,"dar","1177.avi","1145.avi","1159.avi","1189.avi",2
15,"1189.avi","oneeighty","sin-oneeighty-4Hz-dar19.wav","Theta",180,"dar","1159.avi","1189.avi","1145.avi","1177.avi",2
16,"1051.avi","zero","sin-zero-4Hz-acoustic8.wav","Theta",0,"acoustic","1051.avi","1049.avi","1081.avi","1075.avi",1
