trialnumber,moviename,soundfolder,soundname,frequency,soundphase,soundcat
1,"1118.avi","zero","sin-zero-4Hz-guitar12.wav","Theta",0,"guitar"
2,"1054.avi","zero","sin-zero-4Hz-ep4.wav","Theta",0,"ep"
3,"1180.avi","oneeighty","sin-oneeighty-4Hz-yann19.wav","Theta",180,"yann"
4,"1028.avi","oneeighty","sin-oneeighty-4Hz-acoustic15.wav","Theta",180,"acoustic"
5,"1008.avi","zero","sin-zero-4Hz-acoustic1.wav","Theta",0,"acoustic"
6,"1140.avi","oneeighty","sin-oneeighty-4Hz-guitar17.wav","Theta",180,"guitar"
7,"1041.avi","oneeighty","sin-oneeighty-4Hz-acoustic19.wav","Theta",180,"acoustic"
8,"1122.avi","oneeighty","sin-oneeighty-4Hz-guitar19.wav","Theta",180,"guitar"
9,"1171.avi","oneeighty","sin-oneeighty-4Hz-yann16.wav","Theta",180,"yann"
10,"1165.avi","zero","sin-zero-4Hz-yann2.wav","Theta",0,"yann"
11,"1161.avi","zero","sin-zero-4Hz-yann9.wav","Theta",0,"yann"
12,"1116.avi","zero","sin-zero-4Hz-guitar6.wav","Theta",0,"guitar"
13,"1006.avi","zero","sin-zero-4Hz-acoustic6.wav","Theta",0,"acoustic"
14,"1095.avi","oneeighty","sin-oneeighty-4Hz-ep18.wav","Theta",180,"ep"
15,"1077.avi","oneeighty","sin-oneeighty-4Hz-ep20.wav","Theta",180,"ep"
16,"1068.avi","zero","sin-zero-4Hz-ep11.wav","Theta",0,"ep"
