trialnumber,moviename,soundfolder,soundname,frequency,soundphase,soundcat,movie1,movie2,movie3,movie4,correctresponse
1,"1103.avi","zero","sin-zero-4Hz-synth9.wav","Theta",0,"synth","1123.avi","1103.avi","1130.avi","1109.avi",2
2,"1181.avi","oneeighty","sin-oneeighty-4Hz-yann14.wav","Theta",180,"yann","1168.avi","1155.avi","1181.avi","1187.avi",3
3,"1168.avi","zero","sin-zero-4Hz-yann5.wav","Theta",0,"yann","1155.avi","1187.avi","1181.avi","1168.avi",4
4,"1020.avi","zero","sin-zero-4Hz-guitar8.wav","Theta",0,"guitar","1022.avi","1020.avi","1032.avi","1040.avi",2
5,"1085.avi","oneeighty","sin-oneeighty-4Hz-orch23.wav","Theta",180,"orch","1076.avi","1085.avi","1062.avi","1059.avi",2
6,"1155.avi","zero","sin-zero-4Hz-yann8.wav","Theta",0,"yann","1168.avi","1181.avi","1187.avi","1155.avi",4
7,"1076.avi","oneeighty","sin-oneeighty-4Hz-orch15.wav","Theta",180,"orch","1085.avi","1059.avi","1076.avi","1062.avi",3
8,"1187.avi","oneeighty","sin-oneeighty-4Hz-yann18.wav","Theta",180,"yann","1155.avi","1187.avi","1181.avi","1168.avi",2
9,"1040.avi","oneeighty","sin-oneeighty-4Hz-guitar16.wav","Theta",180,"guitar","1020.avi","1032.avi","1022.avi","1040.avi",4
10,"1022.avi","zero","sin-zero-4Hz-guitar2.wav","Theta",0,"guitar","1032.avi","1022.avi","1020.avi","1040.avi",2
11,"1032.avi","oneeighty","sin-oneeighty-4Hz-guitar20.wav","Theta",180,"guitar","1032.avi","1022.avi","1020.avi","1040.avi",1
12,"1123.avi","oneeighty","sin-oneeighty-4Hz-synth23.wav","Theta",180,"synth","1109.avi","1103.avi","1130.avi","1123.avi",4
13,"1059.avi","zero","sin-zero-4Hz-orch4.wav","Theta",0,"orch","1059.avi","1062.avi","1076.avi","1085.avi",1
14,"1130.avi","oneeighty","sin-oneeighty-4Hz-synth20.wav","Theta",180,"synth","1109.avi","1103.avi","1123.avi","1130.avi",4
15,"1109.avi","zero","sin-zero-4Hz-synth10.wav","Theta",0,"synth","1109.avi","1123.avi","1103.avi","1130.avi",1
16,"1062.avi","zero","sin-zero-4Hz-orch3.wav","Theta",0,"orch","1085.avi","1076.avi","1062.avi","1059.avi",3
