trialnumber,moviename,soundfolder,soundname,frequency,soundphase,soundcat
1,"1138.avi","oneeighty","sin-oneeighty-4Hz-guitar24.wav","Theta",180,"guitar"
2,"1163.avi","zero","sin-zero-4Hz-orch9.wav","Theta",0,"orch"
3,"1148.avi","zero","sin-zero-4Hz-orch10.wav","Theta",0,"orch"
4,"1083.avi","oneeighty","sin-oneeighty-4Hz-choir24.wav","Theta",180,"choir"
5,"1175.avi","oneeighty","sin-oneeighty-4Hz-orch21.wav","Theta",180,"orch"
6,"1034.avi","oneeighty","sin-oneeighty-4Hz-acoustic14.wav","Theta",180,"acoustic"
7,"1064.avi","zero","sin-zero-4Hz-choir10.wav","Theta",0,"choir"
8,"1114.avi","zero","sin-zero-4Hz-guitar9.wav","Theta",0,"guitar"
9,"1001.avi","zero","sin-zero-4Hz-acoustic5.wav","Theta",0,"acoustic"
10,"1178.avi","oneeighty","sin-oneeighty-4Hz-orch22.wav","Theta",180,"orch"
11,"1005.avi","zero","sin-zero-4Hz-acoustic2.wav","Theta",0,"acoustic"
12,"1111.avi","zero","sin-zero-4Hz-guitar7.wav","Theta",0,"guitar"
13,"1072.avi","zero","sin-zero-4Hz-choir6.wav","Theta",0,"choir"
14,"1096.avi","oneeighty","sin-oneeighty-4Hz-choir13.wav","Theta",180,"choir"
15,"1042.avi","oneeighty","sin-oneeighty-4Hz-acoustic13.wav","Theta",180,"acoustic"
16,"1141.avi","oneeighty","sin-oneeighty-4Hz-guitar22.wav","Theta",180,"guitar"
