trialnumber,moviename,soundfolder,soundname,frequency,soundphase,soundcat,movie1,movie2,movie3,movie4,correctresponse
1,"1011.avi","zero","sin-zero-4Hz-orch2.wav","Theta",0,"orch","1046.avi","1037.avi","1004.avi","1011.avi",4
2,"1147.avi","zero","sin-zero-4Hz-acoustic10.wav","Theta",0,"acoustic","1186.avi","1169.avi","1153.avi","1147.avi",4
3,"1153.avi","zero","sin-zero-4Hz-acoustic4.wav","Theta",0,"acoustic","1169.avi","1186.avi","1147.avi","1153.avi",4
4,"1065.avi","zero","sin-zero-4Hz-synth2.wav","Theta",0,"synth","1073.avi","1065.avi","1082.avi","1063.avi",2
5,"1132.avi","oneeighty","sin-oneeighty-4Hz-yann17.wav","Theta",180,"yann","1132.avi","1143.avi","1108.avi","1110.avi",1
6,"1143.avi","oneeighty","sin-oneeighty-4Hz-yann22.wav","Theta",180,"yann","1132.avi","1108.avi","1110.avi","1143.avi",4
7,"1073.avi","oneeighty","sin-oneeighty-4Hz-synth17.wav","Theta",180,"synth","1063.avi","1073.avi","1082.avi","1065.avi",2
8,"1063.avi","zero","sin-zero-4Hz-synth8.wav","Theta",0,"synth","1063.avi","1065.avi","1082.avi","1073.avi",1
9,"1046.avi","oneeighty","sin-oneeighty-4Hz-orch24.wav","Theta",180,"orch","1011.avi","1004.avi","1037.avi","1046.avi",4
10,"1186.avi","oneeighty","sin-oneeighty-4Hz-acoustic22.wav","Theta",180,"acoustic","1186.avi","1169.avi","1147.avi","1153.avi",1
11,"1037.avi","oneeighty","sin-oneeighty-4Hz-orch13.wav","Theta",180,"orch","1004.avi","1011.avi","1037.avi","1046.avi",3
12,"1004.avi","zero","sin-zero-4Hz-orch1.wav","Theta",0,"orch","1046.avi","1037.avi","1011.avi","1004.avi",4
13,"1108.avi","zero","sin-zero-4Hz-yann7.wav","Theta",0,"yann","1108.avi","1132.avi","1143.avi","1110.avi",1
14,"1082.avi","oneeighty","sin-oneeighty-4Hz-synth14.wav","Theta",180,"synth","1082.avi","1065.avi","1063.avi","1073.avi",1
15,"1110.avi","zero","sin-zero-4Hz-yann4.wav","Theta",0,"yann","1110.avi","1108.avi","1132.avi","1143.avi",1
16,"1169.avi","oneeighty","sin-oneeighty-4Hz-acoustic16.wav","Theta",180,"acoustic","1153.avi","1186.avi","1169.avi","1147.avi",3
