trialnumber,moviename,soundfolder,soundname,frequency,soundphase,soundcat
1,"1147.avi","zero","sin-zero-4Hz-acoustic10.wav","Theta",0,"acoustic"
2,"1143.avi","oneeighty","sin-oneeighty-4Hz-yann22.wav","Theta",180,"yann"
3,"1153.avi","zero","sin-zero-4Hz-acoustic4.wav","Theta",0,"acoustic"
4,"1073.avi","oneeighty","sin-oneeighty-4Hz-synth17.wav","Theta",180,"synth"
5,"1132.avi","oneeighty","sin-oneeighty-4Hz-yann17.wav","Theta",180,"yann"
6,"1063.avi","zero","sin-zero-4Hz-synth8.wav","Theta",0,"synth"
7,"1169.avi","oneeighty","sin-oneeighty-4Hz-acoustic16.wav","Theta",180,"acoustic"
8,"1108.avi","zero","sin-zero-4Hz-yann7.wav","Theta",0,"yann"
9,"1011.avi","zero","sin-zero-4Hz-orch2.wav","Theta",0,"orch"
10,"1186.avi","oneeighty","sin-oneeighty-4Hz-acoustic22.wav","Theta",180,"acoustic"
11,"1082.avi","oneeighty","sin-oneeighty-4Hz-synth14.wav","Theta",180,"synth"
12,"1037.avi","oneeighty","sin-oneeighty-4Hz-orch13.wav","Theta",180,"orch"
13,"1004.avi","zero","sin-zero-4Hz-orch1.wav","Theta",0,"orch"
14,"1046.avi","oneeighty","sin-oneeighty-4Hz-orch24.wav","Theta",180,"orch"
15,"1110.avi","zero","sin-zero-4Hz-yann4.wav","Theta",0,"yann"
16,"1065.avi","zero","sin-zero-4Hz-synth2.wav","Theta",0,"synth"
