trialnumber,moviename,soundfolder,soundname,frequency,soundphase,soundcat
1,"1068-sin-37.5Hz-ninety.avi","oneeighty","sin-oneeighty-dar3.wav","Gamma",180,"dar"
2,"1053-sin-37.5Hz-ninety.avi","twoseventy","sin-twoseventy-dar10.wav","Gamma",270,"dar"
3,"1030-sin-37.5Hz-ninety.avi","zero","sin-zero-choir18.wav","Gamma",0,"choir"
4,"1091-sin-4Hz-ninety.avi","oneeighty-4Hz","sin-oneeighty-4Hz-ep22.wav","Theta",180,"ep"
5,"1074-sin-4Hz-ninety.avi","oneeighty-4Hz","sin-oneeighty-4Hz-ep21.wav","Theta",180,"ep"
6,"1073-sin-4Hz-ninety.avi","zero-4Hz","sin-zero-4Hz-ep15.wav","Theta",0,"ep"
7,"1072-sin-37.5Hz-ninety.avi","twoseventy","sin-twoseventy-dar9.wav","Gamma",270,"dar"
8,"1045-sin-37.5Hz-ninety.avi","zero","sin-zero-choir6.wav","Gamma",0,"choir"
9,"1093-sin-4Hz-ninety.avi","zero-4Hz","sin-zero-4Hz-ep13.wav","Theta",0,"ep"
10,"1040-sin-37.5Hz-ninety.avi","ninety","sin-ninety-choir12.wav","Gamma",90,"choir"
11,"1048-sin-37.5Hz-ninety.avi","ninety","sin-ninety-choir11.wav","Gamma",90,"choir"
12,"1059-sin-37.5Hz-ninety.avi","oneeighty","sin-oneeighty-dar2.wav","Gamma",180,"dar"
