respMat_ 1,respMat_ 2,respMat_ 3,respMat_ 4,respMat_ 5,respMat_ 6,respMat_ 7,respMat_ 8,respMat_ 9,respMat_10,respMat_11
4,4,1,1149.avi,zero,sin-zero-4Hz-dar12.wav,0,dar,3,1.8289131894926,17058.2656553993
4,4,2,1142.avi,oneeighty,sin-oneeighty-4Hz-choir14.wav,180,choir,2,0.996923936090752,17065.7295973798
4,4,3,1070.avi,zero,sin-zero-4Hz-acoustic2.wav,0,acoustic,5,0.956745530424087,17072.4336984461
4,4,4,1032.avi,oneeighty,sin-oneeighty-4Hz-yann14.wav,180,yann,3,1.36422800305081,17078.5381167787
4,4,5,1080.avi,oneeighty,sin-oneeighty-4Hz-acoustic20.wav,180,acoustic,2,1.10837676500159,17086.2819180873
4,4,6,1152.avi,zero,sin-zero-4Hz-dar5.wav,0,dar,1,1.44701306345814,17093.5192142302
4,4,7,1033.avi,oneeighty,sin-oneeighty-4Hz-yann13.wav,180,yann,3,1.1325134521212,17101.0896565464
4,4,8,1064.avi,zero,sin-zero-4Hz-acoustic12.wav,0,acoustic,4,0.820353641694965,17107.9137213883
4,4,9,1122.avi,oneeighty,sin-oneeighty-4Hz-choir19.wav,180,choir,1,1.05754926154623,17114.6845135729
4,4,10,1181.avi,oneeighty,sin-oneeighty-4Hz-dar15.wav,180,dar,4,1.07551510486519,17120.2825064336
4,4,11,1101.avi,zero,sin-zero-4Hz-choir9.wav,0,choir,3,1.29648395933691,17126.5734130272
4,4,12,1015.avi,zero,sin-zero-4Hz-yann5.wav,0,yann,4,0.624721410946222,17134.357122869
4,4,13,1019.avi,zero,sin-zero-4Hz-yann2.wav,0,yann,1,0.368294807067286,17140.7415034677
4,4,14,1185.avi,oneeighty,sin-oneeighty-4Hz-dar23.wav,180,dar,2,1.87467258333709,17146.739135291
4,4,15,1077.avi,oneeighty,sin-oneeighty-4Hz-acoustic14.wav,180,acoustic,3,1.21869063521081,17154.3229601455
4,4,16,1099.avi,zero,sin-zero-4Hz-choir7.wav,0,choir,2,2.70378017764961,17160.9738114968
