respMat_ 1,respMat_ 2,respMat_ 3,respMat_ 4,respMat_ 5,respMat_ 6,respMat_ 7,respMat_ 8,respMat_ 9,respMat_10,respMat_11
3,10,1,1191.avi,oneeighty,sin-oneeighty-4Hz-choir17.wav,180,choir,2,3.55796810734319,23998.9375498653
3,10,2,1061.avi,zero,sin-zero-4Hz-yann9.wav,0,yann,3,3.49736512033269,24008.6140019773
3,10,3,1089.avi,oneeighty,sin-oneeighty-4Hz-yann18.wav,180,yann,2,1.9088615695764,24017.9305355943
3,10,4,1037.avi,oneeighty,sin-oneeighty-4Hz-synth23.wav,180,synth,2,2.00193861456501,24024.4213793988
3,10,5,1146.avi,zero,sin-zero-4Hz-choir2.wav,0,choir,4,1.84163251752761,24030.9656063453
3,10,6,1111.avi,zero,sin-zero-4Hz-acoustic9.wav,0,acoustic,2,2.40443176586996,24038.6826969141
3,10,7,1115.avi,zero,sin-zero-4Hz-acoustic12.wav,0,acoustic,5,2.19426898201345,24047.4128138136
3,10,8,1121.avi,oneeighty,sin-oneeighty-4Hz-acoustic22.wav,180,acoustic,5,0.722034911363153,24054.2369674055
3,10,9,1001.avi,zero,sin-zero-4Hz-synth1.wav,0,synth,1,1.72136656931252,24059.8615710868
3,10,10,1076.avi,oneeighty,sin-oneeighty-4Hz-yann19.wav,180,yann,3,1.96937973088279,24066.7655363113
3,10,11,1155.avi,zero,sin-zero-4Hz-choir1.wav,0,choir,3,3.45766276498762,24075.1491266122
3,10,12,1016.avi,zero,sin-zero-4Hz-synth5.wav,0,synth,1,2.3969100500326,24083.7458374275
3,10,13,1169.avi,oneeighty,sin-oneeighty-4Hz-choir14.wav,180,choir,1,1.06622261465236,24091.3164173968
3,10,14,1140.avi,oneeighty,sin-oneeighty-4Hz-acoustic24.wav,180,acoustic,1,1.74850566385066,24097.5140706529
3,10,15,1035.avi,oneeighty,sin-oneeighty-4Hz-synth16.wav,180,synth,4,1.72441244613583,24104.4181158731
3,10,16,1056.avi,zero,sin-zero-4Hz-yann8.wav,0,yann,1,2.10592829058078,24112.0685805278
