respMat_ 1,respMat_ 2,respMat_ 3,respMat_ 4,respMat_ 5,respMat_ 6,respMat_ 7,respMat_ 8,respMat_ 9,respMat_10,respMat_11
4,6,1,1076.avi,oneeighty,sin-oneeighty-4Hz-choir13.wav,180,choir,3,2.50017825473697,17632.6770380433
4,6,2,1150.avi,zero,sin-zero-4Hz-ep2.wav,0,ep,3,1.69286120733523,17641.900313191
4,6,3,1016.avi,zero,sin-zero-4Hz-acoustic3.wav,0,acoustic,2,0.724522628996056,17648.2045920593
4,6,4,1037.avi,oneeighty,sin-oneeighty-4Hz-acoustic17.wav,180,acoustic,3,1.46298806855339,17655.1220204216
4,6,5,1132.avi,oneeighty,sin-oneeighty-4Hz-dar19.wav,180,dar,1,1.14273359143044,17661.7462232184
4,6,6,1118.avi,zero,sin-zero-4Hz-dar3.wav,0,dar,4,1.89488464760507,17669.2900710151
4,6,7,1053.avi,zero,sin-zero-4Hz-choir10.wav,0,choir,2,1.78288331937074,17676.5539797897
4,6,8,1180.avi,oneeighty,sin-oneeighty-4Hz-ep16.wav,180,ep,3,3.77984770615876,17682.9648821572
4,6,9,1083.avi,oneeighty,sin-oneeighty-4Hz-choir24.wav,180,choir,5,1.36187733478437,17691.9748562717
4,6,10,1002.avi,zero,sin-zero-4Hz-acoustic4.wav,0,acoustic,4,0.396076282762806,17698.0125711095
4,6,11,1097.avi,zero,sin-zero-4Hz-dar8.wav,0,dar,3,1.20334503082631,17703.7572285238
4,6,12,1166.avi,zero,sin-zero-4Hz-ep5.wav,0,ep,5,0.982140113352216,17711.1543924472
4,6,13,1061.avi,zero,sin-zero-4Hz-choir11.wav,0,choir,4,0.896344796878111,17716.7921489431
4,6,14,1130.avi,oneeighty,sin-oneeighty-4Hz-dar21.wav,180,dar,3,2.45067566241778,17723.5496681685
4,6,15,1175.avi,oneeighty,sin-oneeighty-4Hz-ep24.wav,180,ep,5,1.11742443795447,17731.1868577509
4,6,16,1034.avi,oneeighty,sin-oneeighty-4Hz-acoustic19.wav,180,acoustic,5,0.983592112112092,17736.9046601312
