trialnumber,moviename,soundfolder,soundname,frequency,soundphase,soundcat
1,"1062-sin-37.5Hz-ninety.avi","ninety","sin-ninety-guitar9.wav","Gamma",90,"guitar"
2,"1101-sin-4Hz-ninety.avi","zero-4Hz","sin-zero-4Hz-synth18.wav","Theta",0,"synth"
3,"1058-sin-37.5Hz-ninety.avi","zero","sin-zero-guitar4.wav","Gamma",0,"guitar"
4,"1098-sin-4Hz-ninety.avi","oneeighty-4Hz","sin-oneeighty-4Hz-synth11.wav","Theta",180,"synth"
5,"1120-sin-4Hz-ninety.avi","oneeighty-4Hz","sin-oneeighty-4Hz-synth12.wav","Theta",180,"synth"
6,"1074-sin-37.5Hz-ninety.avi","twoseventy","sin-twoseventy-orch19.wav","Gamma",270,"orch"
7,"1065-sin-37.5Hz-ninety.avi","ninety","sin-ninety-guitar7.wav","Gamma",90,"guitar"
8,"1066-sin-37.5Hz-ninety.avi","zero","sin-zero-guitar3.wav","Gamma",0,"guitar"
9,"1075-sin-37.5Hz-ninety.avi","oneeighty","sin-oneeighty-orch16.wav","Gamma",180,"orch"
10,"1090-sin-37.5Hz-ninety.avi","oneeighty","sin-oneeighty-orch14.wav","Gamma",180,"orch"
11,"1087-sin-37.5Hz-ninety.avi","twoseventy","sin-twoseventy-orch20.wav","Gamma",270,"orch"
12,"1103-sin-4Hz-ninety.avi","zero-4Hz","sin-zero-4Hz-synth17.wav","Theta",0,"synth"
