trialnumber,moviename,soundfolder,soundname,frequency,soundphase,soundcat
1,"1125-sin-37.5Hz-ninety.avi","ninety","sin-ninety-yann7.wav","Gamma",90,"yann"
2,"1191-sin-4Hz-ninety.avi","zero-4Hz","sin-zero-4Hz-choir6.wav","Theta",0,"choir"
3,"1161-sin-37.5Hz-ninety.avi","twoseventy","sin-twoseventy-acoustic20.wav","Gamma",270,"acoustic"
4,"1168-sin-37.5Hz-ninety.avi","twoseventy","sin-twoseventy-acoustic22.wav","Gamma",270,"acoustic"
5,"1171-sin-4Hz-ninety.avi","oneeighty-4Hz","sin-oneeighty-4Hz-choir11.wav","Theta",180,"choir"
6,"1192-sin-4Hz-ninety.avi","zero-4Hz","sin-zero-4Hz-choir18.wav","Theta",0,"choir"
7,"1127-sin-37.5Hz-ninety.avi","zero","sin-zero-yann3.wav","Gamma",0,"yann"
8,"1163-sin-37.5Hz-ninety.avi","oneeighty","sin-oneeighty-acoustic16.wav","Gamma",180,"acoustic"
9,"1144-sin-37.5Hz-ninety.avi","ninety","sin-ninety-yann8.wav","Gamma",90,"yann"
10,"1123-sin-37.5Hz-ninety.avi","zero","sin-zero-yann4.wav","Gamma",0,"yann"
11,"1165-sin-37.5Hz-ninety.avi","oneeighty","sin-oneeighty-acoustic13.wav","Gamma",180,"acoustic"
12,"1182-sin-4Hz-ninety.avi","oneeighty-4Hz","sin-oneeighty-4Hz-choir24.wav","Theta",180,"choir"
