respMat_ 1,respMat_ 2,respMat_ 3,respMat_ 4,respMat_ 5,respMat_ 6,respMat_ 7,respMat_ 8,respMat_ 9,respMat_10,respMat_11
6,4,1,1015.avi,zero,sin-zero-4Hz-choir6.wav,0,choir,3,1.79110446995401,31167.9089077558
6,4,2,1088.avi,oneeighty,sin-oneeighty-4Hz-dar19.wav,180,dar,3,0.767237957243196,31175.8126764624
6,4,3,1130.avi,oneeighty,sin-oneeighty-4Hz-ep15.wav,180,ep,2,0.684261510712531,31182.2635724905
6,4,4,1109.avi,zero,sin-zero-4Hz-ep10.wav,0,ep,2,0.795502728156862,31187.6082857509
6,4,5,1155.avi,zero,sin-zero-4Hz-guitar9.wav,0,guitar,1,1.64884602322854,31194.4989423955
6,4,6,1173.avi,oneeighty,sin-oneeighty-4Hz-guitar23.wav,180,guitar,2,0.835422732383449,31202.0162062382
6,4,7,1122.avi,oneeighty,sin-oneeighty-4Hz-ep17.wav,180,ep,2,1.79232734874313,31207.7872800682
6,4,8,1036.avi,oneeighty,sin-oneeighty-4Hz-choir21.wav,180,choir,2,2.76016119902852,31214.9313409858
6,4,9,1164.avi,zero,sin-zero-4Hz-guitar11.wav,0,guitar,3,1.73082418287231,31222.2086395436
6,4,10,1112.avi,zero,sin-zero-4Hz-ep7.wav,0,ep,4,1.90695344396954,31229.592509075
6,4,11,1020.avi,zero,sin-zero-4Hz-choir3.wav,0,choir,2,3.70665217686474,31236.21666478
6,4,12,1083.avi,oneeighty,sin-oneeighty-4Hz-dar18.wav,180,dar,1,0.696860392279632,31245.7464016241
6,4,13,1189.avi,oneeighty,sin-oneeighty-4Hz-guitar22.wav,180,guitar,2,0.325994249360519,31252.5572239957
6,4,14,1053.avi,zero,sin-zero-4Hz-dar12.wav,0,dar,1,0.36844906306942,31258.9947568053
6,4,15,1050.avi,zero,sin-zero-4Hz-dar3.wav,0,dar,1,0.679695714188711,31264.4593867494
6,4,16,1026.avi,oneeighty,sin-oneeighty-4Hz-choir16.wav,180,choir,5,2.21505399714806,31269.9640019018
