respMat_ 1,respMat_ 2,respMat_ 3,respMat_ 4,respMat_ 5,respMat_ 6,respMat_ 7,respMat_ 8,respMat_ 9,respMat_10,respMat_11
5,10,1,1132.avi,oneeighty,sin-oneeighty-4Hz-orch19.wav,180,orch,5,1.52328368076087,14391.5620525344
5,10,2,1023.avi,zero,sin-zero-4Hz-ep2.wav,0,ep,2,1.99206323571343,14397.7331207163
5,10,3,1105.avi,zero,sin-zero-4Hz-orch11.wav,0,orch,4,1.32286317594298,14405.0902391866
5,10,4,1045.avi,oneeighty,sin-oneeighty-4Hz-ep23.wav,180,ep,2,1.42388093042246,14411.3012507981
5,10,5,1144.avi,oneeighty,sin-oneeighty-4Hz-orch13.wav,180,orch,3,0.365274090352614,14419.1116598771
5,10,6,1173.avi,oneeighty,sin-oneeighty-4Hz-synth16.wav,180,synth,4,2.77034822206224,14425.32258455
5,10,7,1061.avi,zero,sin-zero-4Hz-guitar1.wav,0,guitar,2,1.62905377360039,14432.9596970433
5,10,8,1088.avi,oneeighty,sin-oneeighty-4Hz-guitar24.wav,180,guitar,1,1.58337330594441,14439.4772989282
5,10,9,1056.avi,zero,sin-zero-4Hz-guitar10.wav,0,guitar,3,2.05507767868039,14445.6615760327
5,10,10,1020.avi,zero,sin-zero-4Hz-ep8.wav,0,ep,1,2.22288415590265,14452.4456222068
5,10,11,1160.avi,zero,sin-zero-4Hz-synth3.wav,0,synth,2,1.68681718907828,14459.5496680185
5,10,12,1179.avi,oneeighty,sin-oneeighty-4Hz-synth15.wav,180,synth,3,1.3637007442594,14465.9206595254
5,10,13,1034.avi,oneeighty,sin-oneeighty-4Hz-ep20.wav,180,ep,4,0.480878803749874,14472.4913911223
5,10,14,1074.avi,oneeighty,sin-oneeighty-4Hz-guitar22.wav,180,guitar,4,1.35260370364267,14478.8756507184
5,10,15,1150.avi,zero,sin-zero-4Hz-synth8.wav,0,synth,2,1.531306779847,14486.3128220764
5,10,16,1120.avi,zero,sin-zero-4Hz-orch3.wav,0,orch,1,0.893856795921238,14493.0302832898
