trialnumber,moviename,soundfolder,soundname,frequency,soundphase,soundcat,movie1,movie2,movie3,movie4,correctresponse
1,"1003.avi","zero","sin-zero-4Hz-choir4.wav","Theta",0,"choir","1017.avi","1003.avi","1038.avi","1045.avi",2
2,"1093.avi","oneeighty","sin-oneeighty-4Hz-dar24.wav","Theta",180,"dar","1093.avi","1054.avi","1063.avi","1078.avi",1
3,"1146.avi","zero","sin-zero-4Hz-synth6.wav","Theta",0,"synth","1183.avi","1145.avi","1189.avi","1146.avi",4
4,"1189.avi","oneeighty","sin-oneeighty-4Hz-synth22.wav","Theta",180,"synth","1183.avi","1146.avi","1145.avi","1189.avi",4
5,"1100.avi","zero","sin-zero-4Hz-orch3.wav","Theta",0,"orch","1121.avi","1134.avi","1107.avi","1100.avi",4
6,"1054.avi","zero","sin-zero-4Hz-dar11.wav","Theta",0,"dar","1093.avi","1054.avi","1078.avi","1063.avi",2
7,"1017.avi","zero","sin-zero-4Hz-choir5.wav","Theta",0,"choir","1003.avi","1038.avi","1017.avi","1045.avi",3
8,"1183.avi","oneeighty","sin-oneeighty-4Hz-synth23.wav","Theta",180,"synth","1183.avi","1189.avi","1145.avi","1146.avi",1
9,"1121.avi","oneeighty","sin-oneeighty-4Hz-orch24.wav","Theta",180,"orch","1107.avi","1134.avi","1100.avi","1121.avi",4
10,"1038.avi","oneeighty","sin-oneeighty-4Hz-choir16.wav","Theta",180,"choir","1017.avi","1038.avi","1003.avi","1045.avi",2
11,"1045.avi","oneeighty","sin-oneeighty-4Hz-choir21.wav","Theta",180,"choir","1038.avi","1017.avi","1003.avi","1045.avi",4
12,"1078.avi","oneeighty","sin-oneeighty-4Hz-dar18.wav","Theta",180,"dar","1063.avi","1054.avi","1078.avi","1093.avi",3
13,"1145.avi","zero","sin-zero-4Hz-synth10.wav","Theta",0,"synth","1189.avi","1183.avi","1145.avi","1146.avi",3
14,"1063.avi","zero","sin-zero-4Hz-dar1.wav","Theta",0,"dar","1063.avi","1054.avi","1078.avi","1093.avi",1
15,"1107.avi","zero","sin-zero-4Hz-orch5.wav","Theta",0,"orch","1134.avi","1100.avi","1107.avi","1121.avi",3
16,"1134.avi","oneeighty","sin-oneeighty-4Hz-orch23.wav","Theta",180,"orch","1100.avi","1121.avi","1107.avi","1134.avi",4
