trialnumber,moviename,soundfolder,soundname,frequency,soundphase,soundcat
1,"1046.avi","oneeighty","sin-oneeighty-4Hz-acoustic16.wav","Theta",180,"acoustic"
2,"1174.avi","oneeighty","sin-oneeighty-4Hz-orch13.wav","Theta",180,"orch"
3,"1133.avi","oneeighty","sin-oneeighty-4Hz-guitar17.wav","Theta",180,"guitar"
4,"1087.avi","oneeighty","sin-oneeighty-4Hz-choir15.wav","Theta",180,"choir"
5,"1092.avi","oneeighty","sin-oneeighty-4Hz-choir17.wav","Theta",180,"choir"
6,"1030.avi","oneeighty","sin-oneeighty-4Hz-acoustic25.wav","Theta",180,"acoustic"
7,"1104.avi","zero","sin-zero-4Hz-guitar5.wav","Theta",0,"guitar"
8,"1066.avi","zero","sin-zero-4Hz-choir6.wav","Theta",0,"choir"
9,"1109.avi","zero","sin-zero-4Hz-guitar10.wav","Theta",0,"guitar"
10,"1158.avi","zero","sin-zero-4Hz-orch7.wav","Theta",0,"orch"
11,"1140.avi","oneeighty","sin-oneeighty-4Hz-guitar16.wav","Theta",180,"guitar"
12,"1172.avi","oneeighty","sin-oneeighty-4Hz-orch20.wav","Theta",180,"orch"
13,"1168.avi","zero","sin-zero-4Hz-orch9.wav","Theta",0,"orch"
14,"1004.avi","zero","sin-zero-4Hz-acoustic10.wav","Theta",0,"acoustic"
15,"1052.avi","zero","sin-zero-4Hz-choir12.wav","Theta",0,"choir"
16,"1020.avi","zero","sin-zero-4Hz-acoustic6.wav","Theta",0,"acoustic"
