trialnumber,moviename,soundfolder,soundname,frequency,soundphase,soundcat,movie1,movie2,movie3,movie4,correctresponse
1,"1181.avi","oneeighty","sin-oneeighty-4Hz-dar15.wav","Theta",180,"dar","1181.avi","1149.avi","1152.avi","1185.avi",1
2,"1185.avi","oneeighty","sin-oneeighty-4Hz-dar23.wav","Theta",180,"dar","1152.avi","1181.avi","1185.avi","1149.avi",3
3,"1099.avi","zero","sin-zero-4Hz-choir7.wav","Theta",0,"choir","1101.avi","1122.avi","1099.avi","1142.avi",3
4,"1142.avi","oneeighty","sin-oneeighty-4Hz-choir14.wav","Theta",180,"choir","1101.avi","1099.avi","1122.avi","1142.avi",4
5,"1033.avi","oneeighty","sin-oneeighty-4Hz-yann13.wav","Theta",180,"yann","1015.avi","1019.avi","1032.avi","1033.avi",4
6,"1101.avi","zero","sin-zero-4Hz-choir9.wav","Theta",0,"choir","1122.avi","1101.avi","1099.avi","1142.avi",2
7,"1152.avi","zero","sin-zero-4Hz-dar5.wav","Theta",0,"dar","1181.avi","1149.avi","1152.avi","1185.avi",3
8,"1122.avi","oneeighty","sin-oneeighty-4Hz-choir19.wav","Theta",180,"choir","1122.avi","1099.avi","1142.avi","1101.avi",1
9,"1015.avi","zero","sin-zero-4Hz-yann5.wav","Theta",0,"yann","1019.avi","1032.avi","1033.avi","1015.avi",4
10,"1019.avi","zero","sin-zero-4Hz-yann2.wav","Theta",0,"yann","1015.avi","1019.avi","1033.avi","1032.avi",2
11,"1032.avi","oneeighty","sin-oneeighty-4Hz-yann14.wav","Theta",180,"yann","1033.avi","1019.avi","1015.avi","1032.avi",4
12,"1064.avi","zero","sin-zero-4Hz-acoustic12.wav","Theta",0,"acoustic","1064.avi","1070.avi","1077.avi","1080.avi",1
13,"1070.avi","zero","sin-zero-4Hz-acoustic2.wav","Theta",0,"acoustic","1070.avi","1080.avi","1077.avi","1064.avi",1
14,"1149.avi","zero","sin-zero-4Hz-dar12.wav","Theta",0,"dar","1149.avi","1152.avi","1185.avi","1181.avi",1
15,"1080.avi","oneeighty","sin-oneeighty-4Hz-acoustic20.wav","Theta",180,"acoustic","1080.avi","1064.avi","1077.avi","1070.avi",1
16,"1077.avi","oneeighty","sin-oneeighty-4Hz-acoustic14.wav","Theta",180,"acoustic","1070.avi","1064.avi","1077.avi","1080.avi",3
