trialnumber,moviename,soundfolder,soundname,frequency,soundphase,soundcat
1,"1076.avi","oneeighty","sin-oneeighty-4Hz-choir13.wav","Theta",180,"choir"
2,"1150.avi","zero","sin-zero-4Hz-ep2.wav","Theta",0,"ep"
3,"1016.avi","zero","sin-zero-4Hz-acoustic3.wav","Theta",0,"acoustic"
4,"1037.avi","oneeighty","sin-oneeighty-4Hz-acoustic17.wav","Theta",180,"acoustic"
5,"1132.avi","oneeighty","sin-oneeighty-4Hz-dar19.wav","Theta",180,"dar"
6,"1118.avi","zero","sin-zero-4Hz-dar3.wav","Theta",0,"dar"
7,"1053.avi","zero","sin-zero-4Hz-choir10.wav","Theta",0,"choir"
8,"1180.avi","oneeighty","sin-oneeighty-4Hz-ep16.wav","Theta",180,"ep"
9,"1083.avi","oneeighty","sin-oneeighty-4Hz-choir24.wav","Theta",180,"choir"
10,"1002.avi","zero","sin-zero-4Hz-acoustic4.wav","Theta",0,"acoustic"
11,"1097.avi","zero","sin-zero-4Hz-dar8.wav","Theta",0,"dar"
12,"1166.avi","zero","sin-zero-4Hz-ep5.wav","Theta",0,"ep"
13,"1061.avi","zero","sin-zero-4Hz-choir11.wav","Theta",0,"choir"
14,"1130.avi","oneeighty","sin-oneeighty-4Hz-dar21.wav","Theta",180,"dar"
15,"1175.avi","oneeighty","sin-oneeighty-4Hz-ep24.wav","Theta",180,"ep"
16,"1034.avi","oneeighty","sin-oneeighty-4Hz-acoustic19.wav","Theta",180,"acoustic"
