trialnumber,moviename,soundfolder,soundname,frequency,soundphase,soundcat
1,"1159.avi","zero","sin-zero-4Hz-yann8.wav","Theta",0,"yann"
2,"1190.avi","oneeighty","sin-oneeighty-4Hz-yann15.wav","Theta",180,"yann"
3,"1127.avi","oneeighty","sin-oneeighty-4Hz-synth18.wav","Theta",180,"synth"
4,"1179.avi","oneeighty","sin-oneeighty-4Hz-yann23.wav","Theta",180,"yann"
5,"1062.avi","zero","sin-zero-4Hz-orch2.wav","Theta",0,"orch"
6,"1010.avi","zero","sin-zero-4Hz-guitar1.wav","Theta",0,"guitar"
7,"1040.avi","oneeighty","sin-oneeighty-4Hz-guitar18.wav","Theta",180,"guitar"
8,"1088.avi","oneeighty","sin-oneeighty-4Hz-orch15.wav","Theta",180,"orch"
9,"1115.avi","zero","sin-zero-4Hz-synth3.wav","Theta",0,"synth"
10,"1029.avi","oneeighty","sin-oneeighty-4Hz-guitar23.wav","Theta",180,"guitar"
11,"1007.avi","zero","sin-zero-4Hz-guitar2.wav","Theta",0,"guitar"
12,"1082.avi","oneeighty","sin-oneeighty-4Hz-orch19.wav","Theta",180,"orch"
13,"1111.avi","zero","sin-zero-4Hz-synth9.wav","Theta",0,"synth"
14,"1056.avi","zero","sin-zero-4Hz-orch6.wav","Theta",0,"orch"
15,"1141.avi","oneeighty","sin-oneeighty-4Hz-synth15.wav","Theta",180,"synth"
16,"1167.avi","zero","sin-zero-4Hz-yann10.wav","Theta",0,"yann"
