trialnumber,moviename,soundfolder,soundname,frequency,soundphase,soundcat
1,"1125-sin-37.5Hz-ninety.avi","twoseventy","sin-twoseventy-choir22.wav","Gamma",270,"choir"
2,"1132-sin-37.5Hz-ninety.avi","oneeighty","sin-oneeighty-choir14.wav","Gamma",180,"choir"
3,"1155-sin-4Hz-ninety.avi","oneeighty-4Hz","sin-oneeighty-4Hz-dar24.wav","Theta",180,"dar"
4,"1141-sin-37.5Hz-ninety.avi","twoseventy","sin-twoseventy-choir21.wav","Gamma",270,"choir"
5,"1103-sin-37.5Hz-ninety.avi","zero","sin-zero-acoustic4.wav","Gamma",0,"acoustic"
6,"1104-sin-37.5Hz-ninety.avi","ninety","sin-ninety-acoustic8.wav","Gamma",90,"acoustic"
7,"1102-sin-37.5Hz-ninety.avi","ninety","sin-ninety-acoustic7.wav","Gamma",90,"acoustic"
8,"1149-sin-4Hz-ninety.avi","oneeighty-4Hz","sin-oneeighty-4Hz-dar23.wav","Theta",180,"dar"
9,"1159-sin-4Hz-ninety.avi","zero-4Hz","sin-zero-4Hz-dar5.wav","Theta",0,"dar"
10,"1122-sin-37.5Hz-ninety.avi","oneeighty","sin-oneeighty-choir15.wav","Gamma",180,"choir"
11,"1165-sin-4Hz-ninety.avi","zero-4Hz","sin-zero-4Hz-dar18.wav","Theta",0,"dar"
12,"1108-sin-37.5Hz-ninety.avi","zero","sin-zero-acoustic3.wav","Gamma",0,"acoustic"
