respMat_ 1,respMat_ 2,respMat_ 3,respMat_ 4,respMat_ 5,respMat_ 6,respMat_ 7,respMat_ 8,respMat_ 9,respMat_10,respMat_11
9,3,1,1106.avi,zero,sin-zero-4Hz-orch5.wav,0,orch,1,1.33668501442662,5522.75056012287
9,3,2,1125.avi,oneeighty,sin-oneeighty-4Hz-orch20.wav,180,orch,2,1.34969598504631,5529.0814751623
9,3,3,1149.avi,zero,sin-zero-4Hz-synth11.wav,0,synth,3,1.22682938756861,5535.85228091211
9,3,4,1032.avi,oneeighty,sin-oneeighty-4Hz-ep13.wav,180,ep,1,1.56228789742181,5541.71681177638
9,3,5,1014.avi,zero,sin-zero-4Hz-ep12.wav,0,ep,1,1.46656831687869,5549.74050568334
9,3,6,1156.avi,zero,sin-zero-4Hz-synth6.wav,0,synth,1,1.52808251722308,5557.55088469529
9,3,7,1046.avi,oneeighty,sin-oneeighty-4Hz-ep22.wav,180,ep,3,1.50926806384996,5564.20173056988
9,3,8,1108.avi,zero,sin-zero-4Hz-orch9.wav,0,orch,2,1.95728727254664,5571.62566887214
9,3,9,1142.avi,oneeighty,sin-oneeighty-4Hz-orch17.wav,180,orch,3,1.28274960409544,5579.43609769292
9,3,10,1082.avi,oneeighty,sin-oneeighty-4Hz-guitar15.wav,180,guitar,3,1.34107120971476,5585.67374585908
9,3,11,1079.avi,oneeighty,sin-oneeighty-4Hz-guitar14.wav,180,guitar,3,1.50912316545055,5593.13765710156
9,3,12,1015.avi,zero,sin-zero-4Hz-ep5.wav,0,ep,4,1.13852951067202,5600.54820075432
9,3,13,1056.avi,zero,sin-zero-4Hz-guitar9.wav,0,guitar,4,1.18363034486447,5607.3190813683
9,3,14,1172.avi,oneeighty,sin-oneeighty-4Hz-synth17.wav,180,synth,1,1.26841975617208,5613.01026454221
9,3,15,1065.avi,zero,sin-zero-4Hz-guitar3.wav,0,guitar,3,1.19091390439007,5619.6077404121
9,3,16,1181.avi,oneeighty,sin-oneeighty-4Hz-synth14.wav,180,synth,2,1.14280371157201,5626.71176931209
