respMat_ 1,respMat_ 2,respMat_ 3,respMat_ 4,respMat_ 5,respMat_ 6,respMat_ 7,respMat_ 8,respMat_ 9,respMat_10,respMat_11
9,2,1,1104.avi,zero,sin-zero-4Hz-ep1.wav,0,ep,2,1.72879336461938,5224.6883313923
9,2,2,1035.avi,oneeighty,sin-oneeighty-4Hz-choir19.wav,180,choir,3,1.55544718362853,5232.04568646522
9,2,3,1075.avi,oneeighty,sin-oneeighty-4Hz-dar21.wav,180,dar,3,2.72861405285039,5238.97639997513
9,2,4,1191.avi,oneeighty,sin-oneeighty-4Hz-guitar20.wav,180,guitar,3,2.09427391714053,5247.06671726036
9,2,5,1133.avi,oneeighty,sin-oneeighty-4Hz-ep23.wav,180,ep,3,1.55589304807654,5255.31702682975
9,2,6,1054.avi,zero,sin-zero-4Hz-dar2.wav,0,dar,3,1.38547804095015,5263.04744969761
9,2,7,1019.avi,zero,sin-zero-4Hz-choir8.wav,0,choir,4,1.17456212005709,5269.61833067384
9,2,8,1073.avi,oneeighty,sin-oneeighty-4Hz-dar22.wav,180,dar,4,1.64593744132344,5275.32287046143
9,2,9,1001.avi,zero,sin-zero-4Hz-choir11.wav,0,choir,4,1.53685853025945,5283.11991972629
9,2,10,1039.avi,oneeighty,sin-oneeighty-4Hz-choir14.wav,180,choir,2,1.14756090713581,5290.5171532536
9,2,11,1118.avi,zero,sin-zero-4Hz-ep7.wav,0,ep,4,1.46162486649791,5296.27502350071
9,2,12,1145.avi,zero,sin-zero-4Hz-guitar8.wav,0,guitar,3,2.07241931423232,5303.87219115963
9,2,13,1192.avi,oneeighty,sin-oneeighty-4Hz-guitar21.wav,180,guitar,1,1.2568139981513,5312.13579183654
9,2,14,1068.avi,zero,sin-zero-4Hz-dar5.wav,0,dar,1,1.61122552047254,5319.0132796364
9,2,15,1126.avi,oneeighty,sin-oneeighty-4Hz-ep17.wav,180,ep,2,2.02959368677693,5325.17089709618
9,2,16,1160.avi,zero,sin-zero-4Hz-guitar10.wav,0,guitar,3,1.29651434826246,5333.12793079652
