respMat_ 1,respMat_ 2,respMat_ 3,respMat_ 4,respMat_ 5,respMat_ 6,respMat_ 7,respMat_ 8,respMat_ 9,respMat_10,respMat_11
9,1,1,1189.avi,oneeighty,sin-oneeighty-4Hz-yann14.wav,180,yann,4,1.20254381214454,4902.0890370475
9,1,2,1121.avi,oneeighty,sin-oneeighty-4Hz-guitar19.wav,180,guitar,5,1.60808122521303,4909.4193887944
9,1,3,1055.avi,zero,sin-zero-4Hz-ep10.wav,0,ep,5,1.26105801188533,4916.63011332866
9,1,4,1124.avi,oneeighty,sin-oneeighty-4Hz-guitar16.wav,180,guitar,2,1.43956227401122,4922.78784489592
9,1,5,1031.avi,oneeighty,sin-oneeighty-4Hz-acoustic23.wav,180,acoustic,1,2.71703093520409,4930.3982755883
9,1,6,1147.avi,zero,sin-zero-4Hz-yann9.wav,0,yann,1,1.97335167505571,4939.30165733581
9,1,7,1102.avi,zero,sin-zero-4Hz-guitar4.wav,0,guitar,3,3.35253116372132,4947.21872564273
9,1,8,1045.avi,oneeighty,sin-oneeighty-4Hz-acoustic24.wav,180,acoustic,4,1.33441795822455,4956.74847630277
9,1,9,1107.avi,zero,sin-zero-4Hz-guitar2.wav,0,guitar,3,0.720841159355587,4963.42599495391
9,1,10,1095.avi,oneeighty,sin-oneeighty-4Hz-ep20.wav,180,ep,5,0.813755144647985,4969.31710229767
9,1,11,1154.avi,zero,sin-zero-4Hz-yann12.wav,0,yann,3,2.26366557932488,4974.75513136549
9,1,12,1022.avi,zero,sin-zero-4Hz-acoustic4.wav,0,acoustic,4,1.18121989962128,4982.64551572661
9,1,13,1002.avi,zero,sin-zero-4Hz-acoustic8.wav,0,acoustic,2,0.972847247503523,4988.70984820082
9,1,14,1049.avi,zero,sin-zero-4Hz-ep2.wav,0,ep,2,2.74614555164953,4995.84053025569
9,1,15,1076.avi,oneeighty,sin-oneeighty-4Hz-ep16.wav,180,ep,3,1.10897023726557,5003.27770019676
9,1,16,1182.avi,oneeighty,sin-oneeighty-4Hz-yann15.wav,180,yann,4,1.72467009955199,5009.98186324851
