respMat_ 1,respMat_ 2,respMat_ 3,respMat_ 4,respMat_ 5,respMat_ 6,respMat_ 7,respMat_ 8,respMat_ 9,respMat_10,respMat_11
9,5,1,1013.avi,zero,sin-zero-4Hz-orch10.wav,0,orch,2,1.24884911427762,6105.82661819815
9,5,2,1143.avi,oneeighty,sin-oneeighty-4Hz-yann17.wav,180,yann,2,1.93400994848253,6112.71736540901
9,5,3,1053.avi,zero,sin-zero-4Hz-synth1.wav,0,synth,2,1.13695132560861,6121.07434767043
9,5,4,1100.avi,zero,sin-zero-4Hz-yann2.wav,0,yann,1,1.79005912458342,6127.60520197328
9,5,5,1072.avi,zero,sin-zero-4Hz-synth10.wav,0,synth,3,1.235110632947,6134.01614620973
9,5,6,1171.avi,oneeighty,sin-oneeighty-4Hz-acoustic13.wav,180,acoustic,2,1.62941509949997,6140.41375918973
9,5,7,1008.avi,zero,sin-zero-4Hz-orch3.wav,0,orch,3,0.469089247150805,6146.71805458202
9,5,8,1166.avi,zero,sin-zero-4Hz-acoustic3.wav,0,acoustic,2,1.57279574819768,6153.38228635184
9,5,9,1111.avi,zero,sin-zero-4Hz-yann8.wav,0,yann,4,0.388940207071755,6160.8061138672
9,5,10,1158.avi,zero,sin-zero-4Hz-acoustic5.wav,0,acoustic,4,1.78822495234999,6166.31078623683
9,5,11,1092.avi,oneeighty,sin-oneeighty-4Hz-synth23.wav,180,synth,4,1.50330549472801,6174.54767700698
9,5,12,1084.avi,oneeighty,sin-oneeighty-4Hz-synth21.wav,180,synth,3,2.01012205878851,6182.42480588143
9,5,13,1043.avi,oneeighty,sin-oneeighty-4Hz-orch23.wav,180,orch,3,2.56475388705076,6189.62208565548
9,5,14,1188.avi,oneeighty,sin-oneeighty-4Hz-acoustic15.wav,180,acoustic,3,1.22658698462146,6198.11224131862
9,5,15,1028.avi,oneeighty,sin-oneeighty-4Hz-orch13.wav,180,orch,3,1.66869947045689,6204.03006279534
9,5,16,1134.avi,oneeighty,sin-oneeighty-4Hz-yann20.wav,180,yann,3,1.47158029212733,6211.86714145042
