trialnumber,moviename,soundfolder,soundname,frequency,soundphase,soundcat
1,"1089-sin-37.5Hz-ninety.avi","oneeighty","sin-oneeighty-guitar24.wav","Gamma",180,"guitar"
2,"1090-sin-37.5Hz-ninety.avi","twoseventy","sin-twoseventy-guitar1.wav","Gamma",270,"guitar"
3,"1111-sin-4Hz-ninety.avi","zero-4Hz","sin-zero-4Hz-orch7.wav","Theta",0,"orch"
4,"1065-sin-37.5Hz-ninety.avi","ninety","sin-ninety-ep18.wav","Gamma",90,"ep"
5,"1053-sin-37.5Hz-ninety.avi","zero","sin-zero-ep21.wav","Gamma",0,"ep"
6,"1110-sin-4Hz-ninety.avi","oneeighty-4Hz","sin-oneeighty-4Hz-orch15.wav","Theta",180,"orch"
7,"1055-sin-37.5Hz-ninety.avi","ninety","sin-ninety-ep5.wav","Gamma",90,"ep"
8,"1119-sin-4Hz-ninety.avi","zero-4Hz","sin-zero-4Hz-orch10.wav","Theta",0,"orch"
9,"1094-sin-37.5Hz-ninety.avi","twoseventy","sin-twoseventy-guitar2.wav","Gamma",270,"guitar"
10,"1108-sin-4Hz-ninety.avi","oneeighty-4Hz","sin-oneeighty-4Hz-orch14.wav","Theta",180,"orch"
11,"1096-sin-37.5Hz-ninety.avi","oneeighty","sin-oneeighty-guitar12.wav","Gamma",180,"guitar"
12,"1059-sin-37.5Hz-ninety.avi","zero","sin-zero-ep20.wav","Gamma",0,"ep"
