trialnumber,moviename,soundfolder,soundname,frequency,soundphase,soundcat
1,"1187-sin-37.5Hz-ninety.avi","ninety","sin-ninety-acoustic5.wav","Gamma",90,"acoustic"
2,"1022-sin-37.5Hz-ninety.avi","oneeighty","sin-oneeighty-choir12.wav","Gamma",180,"choir"
3,"1020-sin-37.5Hz-ninety.avi","oneeighty","sin-oneeighty-choir23.wav","Gamma",180,"choir"
4,"1035-sin-4Hz-ninety.avi","oneeighty-4Hz","sin-oneeighty-4Hz-dar14.wav","Theta",180,"dar"
5,"1013-sin-37.5Hz-ninety.avi","twoseventy","sin-twoseventy-choir4.wav","Gamma",270,"choir"
6,"1047-sin-4Hz-ninety.avi","zero-4Hz","sin-zero-4Hz-dar8.wav","Theta",0,"dar"
7,"1036-sin-4Hz-ninety.avi","oneeighty-4Hz","sin-oneeighty-4Hz-dar13.wav","Theta",180,"dar"
8,"1174-sin-37.5Hz-ninety.avi","zero","sin-zero-acoustic19.wav","Gamma",0,"acoustic"
9,"1177-sin-37.5Hz-ninety.avi","zero","sin-zero-acoustic22.wav","Gamma",0,"acoustic"
10,"1024-sin-37.5Hz-ninety.avi","twoseventy","sin-twoseventy-choir2.wav","Gamma",270,"choir"
11,"1033-sin-4Hz-ninety.avi","zero-4Hz","sin-zero-4Hz-dar9.wav","Theta",0,"dar"
12,"1179-sin-37.5Hz-ninety.avi","ninety","sin-ninety-acoustic17.wav","Gamma",90,"acoustic"
