trialnumber,moviename,soundfolder,soundname,frequency,soundphase,soundcat
1,"1080-sin-37.5Hz-ninety.avi","zero","sin-zero-guitar19.wav","Gamma",0,"guitar"
2,"1077-sin-37.5Hz-ninety.avi","zero","sin-zero-guitar21.wav","Gamma",0,"guitar"
3,"1131-sin-4Hz-ninety.avi","oneeighty-4Hz","sin-oneeighty-4Hz-synth13.wav","Theta",180,"synth"
4,"1093-sin-37.5Hz-ninety.avi","ninety","sin-ninety-guitar5.wav","Gamma",90,"guitar"
5,"1122-sin-4Hz-ninety.avi","oneeighty-4Hz","sin-oneeighty-4Hz-synth14.wav","Theta",180,"synth"
6,"1118-sin-37.5Hz-ninety.avi","oneeighty","sin-oneeighty-orch23.wav","Gamma",180,"orch"
7,"1134-sin-4Hz-ninety.avi","zero-4Hz","sin-zero-4Hz-synth7.wav","Theta",0,"synth"
8,"1105-sin-37.5Hz-ninety.avi","oneeighty","sin-oneeighty-orch24.wav","Gamma",180,"orch"
9,"1107-sin-37.5Hz-ninety.avi","twoseventy","sin-twoseventy-orch2.wav","Gamma",270,"orch"
10,"1128-sin-4Hz-ninety.avi","zero-4Hz","sin-zero-4Hz-synth9.wav","Theta",0,"synth"
11,"1099-sin-37.5Hz-ninety.avi","twoseventy","sin-twoseventy-orch1.wav","Gamma",270,"orch"
12,"1073-sin-37.5Hz-ninety.avi","ninety","sin-ninety-guitar18.wav","Gamma",90,"guitar"
