trialnumber,moviename,soundfolder,soundname,frequency,soundphase,soundcat
1,"1025.avi","oneeighty","sin-oneeighty-4Hz-choir20.wav","Theta",180,"choir"
2,"1024.avi","zero","sin-zero-4Hz-choir8.wav","Theta",0,"choir"
3,"1167.avi","zero","sin-zero-4Hz-synth1.wav","Theta",0,"synth"
4,"1088.avi","oneeighty","sin-oneeighty-4Hz-dar16.wav","Theta",180,"dar"
5,"1006.avi","zero","sin-zero-4Hz-choir1.wav","Theta",0,"choir"
6,"1064.avi","zero","sin-zero-4Hz-dar10.wav","Theta",0,"dar"
7,"1027.avi","oneeighty","sin-oneeighty-4Hz-choir19.wav","Theta",180,"choir"
8,"1122.avi","oneeighty","sin-oneeighty-4Hz-orch24.wav","Theta",180,"orch"
9,"1116.avi","zero","sin-zero-4Hz-orch11.wav","Theta",0,"orch"
10,"1118.avi","zero","sin-zero-4Hz-orch4.wav","Theta",0,"orch"
11,"1060.avi","zero","sin-zero-4Hz-dar2.wav","Theta",0,"dar"
12,"1078.avi","oneeighty","sin-oneeighty-4Hz-dar14.wav","Theta",180,"dar"
13,"1129.avi","oneeighty","sin-oneeighty-4Hz-orch23.wav","Theta",180,"orch"
14,"1162.avi","zero","sin-zero-4Hz-synth5.wav","Theta",0,"synth"
15,"1176.avi","oneeighty","sin-oneeighty-4Hz-synth23.wav","Theta",180,"synth"
16,"1189.avi","oneeighty","sin-oneeighty-4Hz-synth15.wav","Theta",180,"synth"
