trialnumber,moviename,soundfolder,soundname,frequency,soundphase,soundcat
1,"1037.avi","oneeighty","sin-oneeighty-4Hz-orch18.wav","Theta",180,"orch"
2,"1191.avi","oneeighty","sin-oneeighty-4Hz-acoustic19.wav","Theta",180,"acoustic"
3,"1052.avi","zero","sin-zero-4Hz-synth12.wav","Theta",0,"synth"
4,"1053.avi","zero","sin-zero-4Hz-synth3.wav","Theta",0,"synth"
5,"1103.avi","zero","sin-zero-4Hz-yann12.wav","Theta",0,"yann"
6,"1096.avi","oneeighty","sin-oneeighty-4Hz-synth17.wav","Theta",180,"synth"
7,"1132.avi","oneeighty","sin-oneeighty-4Hz-yann21.wav","Theta",180,"yann"
8,"1084.avi","oneeighty","sin-oneeighty-4Hz-synth14.wav","Theta",180,"synth"
9,"1009.avi","zero","sin-zero-4Hz-orch7.wav","Theta",0,"orch"
10,"1138.avi","oneeighty","sin-oneeighty-4Hz-yann13.wav","Theta",180,"yann"
11,"1110.avi","zero","sin-zero-4Hz-yann7.wav","Theta",0,"yann"
12,"1182.avi","oneeighty","sin-oneeighty-4Hz-acoustic17.wav","Theta",180,"acoustic"
13,"1043.avi","oneeighty","sin-oneeighty-4Hz-orch21.wav","Theta",180,"orch"
14,"1150.avi","zero","sin-zero-4Hz-acoustic1.wav","Theta",0,"acoustic"
15,"1158.avi","zero","sin-zero-4Hz-acoustic4.wav","Theta",0,"acoustic"
16,"1008.avi","zero","sin-zero-4Hz-orch9.wav","Theta",0,"orch"
