trialnumber,moviename,soundfolder,soundname,frequency,soundphase,soundcat,movie1,movie2,movie3,movie4,correctresponse
1,"1169.avi","oneeighty","sin-oneeighty-4Hz-choir24.wav","Theta",180,"choir","1160.avi","1175.avi","1169.avi","1166.avi",3
2,"1166.avi","zero","sin-zero-4Hz-choir12.wav","Theta",0,"choir","1160.avi","1169.avi","1175.avi","1166.avi",4
3,"1018.avi","zero","sin-zero-4Hz-synth11.wav","Theta",0,"synth","1018.avi","1040.avi","1026.avi","1016.avi",1
4,"1087.avi","oneeighty","sin-oneeighty-4Hz-yann22.wav","Theta",180,"yann","1087.avi","1093.avi","1051.avi","1055.avi",1
5,"1093.avi","oneeighty","sin-oneeighty-4Hz-yann18.wav","Theta",180,"yann","1051.avi","1093.avi","1087.avi","1055.avi",2
6,"1160.avi","zero","sin-zero-4Hz-choir5.wav","Theta",0,"choir","1169.avi","1160.avi","1175.avi","1166.avi",2
7,"1135.avi","oneeighty","sin-oneeighty-4Hz-acoustic25.wav","Theta",180,"acoustic","1135.avi","1099.avi","1105.avi","1131.avi",1
8,"1016.avi","zero","sin-zero-4Hz-synth4.wav","Theta",0,"synth","1040.avi","1016.avi","1026.avi","1018.avi",2
9,"1175.avi","oneeighty","sin-oneeighty-4Hz-choir22.wav","Theta",180,"choir","1175.avi","1166.avi","1169.avi","1160.avi",1
10,"1051.avi","zero","sin-zero-4Hz-yann2.wav","Theta",0,"yann","1055.avi","1093.avi","1087.avi","1051.avi",4
11,"1026.avi","oneeighty","sin-oneeighty-4Hz-synth21.wav","Theta",180,"synth","1040.avi","1018.avi","1016.avi","1026.avi",4
12,"1105.avi","zero","sin-zero-4Hz-acoustic3.wav","Theta",0,"acoustic","1099.avi","1131.avi","1105.avi","1135.avi",3
13,"1055.avi","zero","sin-zero-4Hz-yann3.wav","Theta",0,"yann","1087.avi","1055.avi","1051.avi","1093.avi",2
14,"1099.avi","zero","sin-zero-4Hz-acoustic7.wav","Theta",0,"acoustic","1105.avi","1135.avi","1099.avi","1131.avi",3
15,"1040.avi","oneeighty","sin-oneeighty-4Hz-synth24.wav","Theta",180,"synth","1026.avi","1018.avi","1040.avi","1016.avi",3
16,"1131.avi","oneeighty","sin-oneeighty-4Hz-acoustic13.wav","Theta",180,"acoustic","1105.avi","1099.avi","1131.avi","1135.avi",3
