trialnumber,moviename,soundfolder,soundname,frequency,soundphase,soundcat,movie1,movie2,movie3,movie4,correctresponse
1,"1008.avi","zero","sin-zero-4Hz-orch9.wav","Theta",0,"orch","1037.avi","1043.avi","1009.avi","1008.avi",4
2,"1084.avi","oneeighty","sin-oneeighty-4Hz-synth14.wav","Theta",180,"synth","1096.avi","1084.avi","1053.avi","1052.avi",2
3,"1110.avi","zero","sin-zero-4Hz-yann7.wav","Theta",0,"yann","1103.avi","1132.avi","1138.avi","1110.avi",4
4,"1043.avi","oneeighty","sin-oneeighty-4Hz-orch21.wav","Theta",180,"orch","1037.avi","1008.avi","1043.avi","1009.avi",3
5,"1191.avi","oneeighty","sin-oneeighty-4Hz-acoustic19.wav","Theta",180,"acoustic","1150.avi","1182.avi","1158.avi","1191.avi",4
6,"1138.avi","oneeighty","sin-oneeighty-4Hz-yann13.wav","Theta",180,"yann","1138.avi","1132.avi","1103.avi","1110.avi",1
7,"1103.avi","zero","sin-zero-4Hz-yann12.wav","Theta",0,"yann","1103.avi","1132.avi","1138.avi","1110.avi",1
8,"1053.avi","zero","sin-zero-4Hz-synth3.wav","Theta",0,"synth","1052.avi","1096.avi","1053.avi","1084.avi",3
9,"1009.avi","zero","sin-zero-4Hz-orch7.wav","Theta",0,"orch","1009.avi","1008.avi","1037.avi","1043.avi",1
10,"1052.avi","zero","sin-zero-4Hz-synth12.wav","Theta",0,"synth","1096.avi","1084.avi","1053.avi","1052.avi",4
11,"1132.avi","oneeighty","sin-oneeighty-4Hz-yann21.wav","Theta",180,"yann","1110.avi","1132.avi","1138.avi","1103.avi",2
12,"1037.avi","oneeighty","sin-oneeighty-4Hz-orch18.wav","Theta",180,"orch","1009.avi","1008.avi","1037.avi","1043.avi",3
13,"1158.avi","zero","sin-zero-4Hz-acoustic4.wav","Theta",0,"acoustic","1158.avi","1191.avi","1150.avi","1182.avi",1
14,"1150.avi","zero","sin-zero-4Hz-acoustic1.wav","Theta",0,"acoustic","1158.avi","1150.avi","1191.avi","1182.avi",2
15,"1096.avi","oneeighty","sin-oneeighty-4Hz-synth17.wav","Theta",180,"synth","1053.avi","1084.avi","1052.avi","1096.avi",4
16,"1182.avi","oneeighty","sin-oneeighty-4Hz-acoustic17.wav","Theta",180,"acoustic","1150.avi","1191.avi","1158.avi","1182.avi",4
