trialnumber,moviename,soundfolder,soundname,frequency,soundphase,soundcat,movie1,movie2,movie3,movie4,correctresponse
1,"1189.avi","oneeighty","sin-oneeighty-4Hz-orch14.wav","Theta",180,"orch","1189.avi","1163.avi","1148.avi","1171.avi",1
2,"1163.avi","zero","sin-zero-4Hz-orch4.wav","Theta",0,"orch","1171.avi","1163.avi","1189.avi","1148.avi",2
3,"1082.avi","oneeighty","sin-oneeighty-4Hz-choir18.wav","Theta",180,"choir","1059.avi","1082.avi","1074.avi","1072.avi",2
4,"1030.avi","oneeighty","sin-oneeighty-4Hz-acoustic15.wav","Theta",180,"acoustic","1037.avi","1030.avi","1012.avi","1002.avi",2
5,"1072.avi","zero","sin-zero-4Hz-choir4.wav","Theta",0,"choir","1074.avi","1082.avi","1072.avi","1059.avi",3
6,"1002.avi","zero","sin-zero-4Hz-acoustic8.wav","Theta",0,"acoustic","1037.avi","1012.avi","1030.avi","1002.avi",4
7,"1148.avi","zero","sin-zero-4Hz-orch7.wav","Theta",0,"orch","1171.avi","1189.avi","1163.avi","1148.avi",4
8,"1059.avi","zero","sin-zero-4Hz-choir9.wav","Theta",0,"choir","1072.avi","1074.avi","1059.avi","1082.avi",3
9,"1106.avi","zero","sin-zero-4Hz-guitar9.wav","Theta",0,"guitar","1106.avi","1139.avi","1129.avi","1112.avi",1
10,"1012.avi","zero","sin-zero-4Hz-acoustic9.wav","Theta",0,"acoustic","1037.avi","1012.avi","1030.avi","1002.avi",2
11,"1171.avi","oneeighty","sin-oneeighty-4Hz-orch24.wav","Theta",180,"orch","1171.avi","1148.avi","1189.avi","1163.avi",1
12,"1112.avi","zero","sin-zero-4Hz-guitar3.wav","Theta",0,"guitar","1139.avi","1106.avi","1112.avi","1129.avi",3
13,"1037.avi","oneeighty","sin-oneeighty-4Hz-acoustic25.wav","Theta",180,"acoustic","1012.avi","1002.avi","1030.avi","1037.avi",4
14,"1074.avi","oneeighty","sin-oneeighty-4Hz-choir15.wav","Theta",180,"choir","1082.avi","1059.avi","1074.avi","1072.avi",3
15,"1139.avi","oneeighty","sin-oneeighty-4Hz-guitar21.wav","Theta",180,"guitar","1129.avi","1106.avi","1112.avi","1139.avi",4
16,"1129.avi","oneeighty","sin-oneeighty-4Hz-guitar22.wav","Theta",180,"guitar","1129.avi","1139.avi","1106.avi","1112.avi",1
