trialnumber,moviename,soundfolder,soundname,frequency,soundphase,soundcat
1,"1099.avi","zero","sin-zero-4Hz-dar8.wav","Theta",0,"dar"
2,"1034.avi","oneeighty","sin-oneeighty-4Hz-acoustic22.wav","Theta",180,"acoustic"
3,"1052.avi","zero","sin-zero-4Hz-choir2.wav","Theta",0,"choir"
4,"1143.avi","oneeighty","sin-oneeighty-4Hz-dar21.wav","Theta",180,"dar"
5,"1022.avi","zero","sin-zero-4Hz-acoustic6.wav","Theta",0,"acoustic"
6,"1009.avi","zero","sin-zero-4Hz-acoustic3.wav","Theta",0,"acoustic"
7,"1048.avi","oneeighty","sin-oneeighty-4Hz-acoustic18.wav","Theta",180,"acoustic"
8,"1181.avi","oneeighty","sin-oneeighty-4Hz-ep23.wav","Theta",180,"ep"
9,"1190.avi","oneeighty","sin-oneeighty-4Hz-ep18.wav","Theta",180,"ep"
10,"1114.avi","zero","sin-zero-4Hz-dar4.wav","Theta",0,"dar"
11,"1056.avi","zero","sin-zero-4Hz-choir8.wav","Theta",0,"choir"
12,"1159.avi","zero","sin-zero-4Hz-ep1.wav","Theta",0,"ep"
13,"1094.avi","oneeighty","sin-oneeighty-4Hz-choir20.wav","Theta",180,"choir"
14,"1131.avi","oneeighty","sin-oneeighty-4Hz-dar23.wav","Theta",180,"dar"
15,"1077.avi","oneeighty","sin-oneeighty-4Hz-choir16.wav","Theta",180,"choir"
16,"1153.avi","zero","sin-zero-4Hz-ep6.wav","Theta",0,"ep"
