trialnumber,moviename,soundfolder,soundname,frequency,soundphase,soundcat
1,"1163.avi","zero","sin-zero-4Hz-orch4.wav","Theta",0,"orch"
2,"1112.avi","zero","sin-zero-4Hz-guitar3.wav","Theta",0,"guitar"
3,"1012.avi","zero","sin-zero-4Hz-acoustic9.wav","Theta",0,"acoustic"
4,"1059.avi","zero","sin-zero-4Hz-choir9.wav","Theta",0,"choir"
5,"1002.avi","zero","sin-zero-4Hz-acoustic8.wav","Theta",0,"acoustic"
6,"1148.avi","zero","sin-zero-4Hz-orch7.wav","Theta",0,"orch"
7,"1037.avi","oneeighty","sin-oneeighty-4Hz-acoustic25.wav","Theta",180,"acoustic"
8,"1139.avi","oneeighty","sin-oneeighty-4Hz-guitar21.wav","Theta",180,"guitar"
9,"1129.avi","oneeighty","sin-oneeighty-4Hz-guitar22.wav","Theta",180,"guitar"
10,"1074.avi","oneeighty","sin-oneeighty-4Hz-choir15.wav","Theta",180,"choir"
11,"1171.avi","oneeighty","sin-oneeighty-4Hz-orch24.wav","Theta",180,"orch"
12,"1106.avi","zero","sin-zero-4Hz-guitar9.wav","Theta",0,"guitar"
13,"1030.avi","oneeighty","sin-oneeighty-4Hz-acoustic15.wav","Theta",180,"acoustic"
14,"1072.avi","zero","sin-zero-4Hz-choir4.wav","Theta",0,"choir"
15,"1189.avi","oneeighty","sin-oneeighty-4Hz-orch14.wav","Theta",180,"orch"
16,"1082.avi","oneeighty","sin-oneeighty-4Hz-choir18.wav","Theta",180,"choir"
