trialnumber,moviename,soundfolder,soundname,frequency,soundphase,soundcat,movie1,movie2,movie3,movie4,correctresponse
1,"1044.avi","oneeighty","sin-oneeighty-4Hz-guitar14.wav","Theta",180,"guitar","1028.avi","1004.avi","1044.avi","1023.avi",3
2,"1023.avi","zero","sin-zero-4Hz-guitar4.wav","Theta",0,"guitar","1023.avi","1028.avi","1044.avi","1004.avi",1
3,"1078.avi","oneeighty","sin-oneeighty-4Hz-orch19.wav","Theta",180,"orch","1063.avi","1078.avi","1080.avi","1062.avi",2
4,"1162.avi","zero","sin-zero-4Hz-yann11.wav","Theta",0,"yann","1162.avi","1183.avi","1173.avi","1166.avi",1
5,"1028.avi","oneeighty","sin-oneeighty-4Hz-guitar23.wav","Theta",180,"guitar","1004.avi","1023.avi","1028.avi","1044.avi",3
6,"1173.avi","oneeighty","sin-oneeighty-4Hz-yann17.wav","Theta",180,"yann","1166.avi","1183.avi","1162.avi","1173.avi",4
7,"1004.avi","zero","sin-zero-4Hz-guitar6.wav","Theta",0,"guitar","1028.avi","1044.avi","1023.avi","1004.avi",4
8,"1080.avi","oneeighty","sin-oneeighty-4Hz-orch16.wav","Theta",180,"orch","1078.avi","1062.avi","1080.avi","1063.avi",3
9,"1183.avi","oneeighty","sin-oneeighty-4Hz-yann18.wav","Theta",180,"yann","1183.avi","1173.avi","1162.avi","1166.avi",1
10,"1063.avi","zero","sin-zero-4Hz-orch12.wav","Theta",0,"orch","1062.avi","1063.avi","1078.avi","1080.avi",2
11,"1137.avi","oneeighty","sin-oneeighty-4Hz-synth14.wav","Theta",180,"synth","1123.avi","1137.avi","1100.avi","1113.avi",2
12,"1100.avi","zero","sin-zero-4Hz-synth4.wav","Theta",0,"synth","1113.avi","1137.avi","1100.avi","1123.avi",3
13,"1123.avi","oneeighty","sin-oneeighty-4Hz-synth15.wav","Theta",180,"synth","1137.avi","1113.avi","1100.avi","1123.avi",4
14,"1062.avi","zero","sin-zero-4Hz-orch9.wav","Theta",0,"orch","1062.avi","1063.avi","1078.avi","1080.avi",1
15,"1113.avi","zero","sin-zero-4Hz-synth8.wav","Theta",0,"synth","1123.avi","1100.avi","1113.avi","1137.avi",3
16,"1166.avi","zero","sin-zero-4Hz-yann12.wav","Theta",0,"yann","1173.avi","1166.avi","1162.avi","1183.avi",2
