trialnumber,moviename,soundfolder,soundname,frequency,soundphase,soundcat,movie1,movie2,movie3,movie4,correctresponse
1,"1149.avi","zero","sin-zero-4Hz-synth5.wav","Theta",0,"synth","1149.avi","1169.avi","1165.avi","1191.avi",1
2,"1025.avi","oneeighty","sin-oneeighty-4Hz-ep20.wav","Theta",180,"ep","1029.avi","1024.avi","1025.avi","1011.avi",3
3,"1165.avi","zero","sin-zero-4Hz-synth3.wav","Theta",0,"synth","1149.avi","1165.avi","1191.avi","1169.avi",2
4,"1169.avi","oneeighty","sin-oneeighty-4Hz-synth16.wav","Theta",180,"synth","1191.avi","1165.avi","1149.avi","1169.avi",4
5,"1134.avi","oneeighty","sin-oneeighty-4Hz-orch13.wav","Theta",180,"orch","1104.avi","1110.avi","1126.avi","1134.avi",4
6,"1061.avi","zero","sin-zero-4Hz-guitar5.wav","Theta",0,"guitar","1057.avi","1061.avi","1075.avi","1093.avi",2
7,"1126.avi","oneeighty","sin-oneeighty-4Hz-orch18.wav","Theta",180,"orch","1104.avi","1110.avi","1126.avi","1134.avi",3
8,"1191.avi","oneeighty","sin-oneeighty-4Hz-synth18.wav","Theta",180,"synth","1191.avi","1169.avi","1149.avi","1165.avi",1
9,"1104.avi","zero","sin-zero-4Hz-orch3.wav","Theta",0,"orch","1104.avi","1110.avi","1134.avi","1126.avi",1
10,"1011.avi","zero","sin-zero-4Hz-ep10.wav","Theta",0,"ep","1025.avi","1029.avi","1011.avi","1024.avi",3
11,"1075.avi","oneeighty","sin-oneeighty-4Hz-guitar13.wav","Theta",180,"guitar","1057.avi","1075.avi","1093.avi","1061.avi",2
12,"1093.avi","oneeighty","sin-oneeighty-4Hz-guitar24.wav","Theta",180,"guitar","1093.avi","1057.avi","1061.avi","1075.avi",1
13,"1029.avi","oneeighty","sin-oneeighty-4Hz-ep13.wav","Theta",180,"ep","1011.avi","1025.avi","1024.avi","1029.avi",4
14,"1110.avi","zero","sin-zero-4Hz-orch1.wav","Theta",0,"orch","1110.avi","1126.avi","1104.avi","1134.avi",1
15,"1057.avi","zero","sin-zero-4Hz-guitar8.wav","Theta",0,"guitar","1057.avi","1061.avi","1075.avi","1093.avi",1
16,"1024.avi","zero","sin-zero-4Hz-ep11.wav","Theta",0,"ep","1011.avi","1029.avi","1025.avi","1024.avi",4
