trialnumber,moviename,soundfolder,soundname,frequency,soundphase,soundcat
1,"1028.avi","oneeighty","sin-oneeighty-4Hz-guitar23.wav","Theta",180,"guitar"
2,"1166.avi","zero","sin-zero-4Hz-yann12.wav","Theta",0,"yann"
3,"1137.avi","oneeighty","sin-oneeighty-4Hz-synth14.wav","Theta",180,"synth"
4,"1113.avi","zero","sin-zero-4Hz-synth8.wav","Theta",0,"synth"
5,"1123.avi","oneeighty","sin-oneeighty-4Hz-synth15.wav","Theta",180,"synth"
6,"1063.avi","zero","sin-zero-4Hz-orch12.wav","Theta",0,"orch"
7,"1044.avi","oneeighty","sin-oneeighty-4Hz-guitar14.wav","Theta",180,"guitar"
8,"1100.avi","zero","sin-zero-4Hz-synth4.wav","Theta",0,"synth"
9,"1183.avi","oneeighty","sin-oneeighty-4Hz-yann18.wav","Theta",180,"yann"
10,"1004.avi","zero","sin-zero-4Hz-guitar6.wav","Theta",0,"guitar"
11,"1062.avi","zero","sin-zero-4Hz-orch9.wav","Theta",0,"orch"
12,"1173.avi","oneeighty","sin-oneeighty-4Hz-yann17.wav","Theta",180,"yann"
13,"1023.avi","zero","sin-zero-4Hz-guitar4.wav","Theta",0,"guitar"
14,"1078.avi","oneeighty","sin-oneeighty-4Hz-orch19.wav","Theta",180,"orch"
15,"1162.avi","zero","sin-zero-4Hz-yann11.wav","Theta",0,"yann"
16,"1080.avi","oneeighty","sin-oneeighty-4Hz-orch16.wav","Theta",180,"orch"
