trialnumber,moviename,soundfolder,soundname,frequency,soundphase,soundcat,movie1,movie2,movie3,movie4,correctresponse
1,"1064.avi","zero","sin-zero-4Hz-acoustic4.wav","Theta",0,"acoustic","1092.avi","1070.avi","1087.avi","1064.avi",4
2,"1070.avi","zero","sin-zero-4Hz-acoustic1.wav","Theta",0,"acoustic","1070.avi","1064.avi","1087.avi","1092.avi",1
3,"1125.avi","oneeighty","sin-oneeighty-4Hz-choir13.wav","Theta",180,"choir","1125.avi","1100.avi","1111.avi","1136.avi",1
4,"1181.avi","oneeighty","sin-oneeighty-4Hz-dar23.wav","Theta",180,"dar","1158.avi","1188.avi","1156.avi","1181.avi",4
5,"1158.avi","zero","sin-zero-4Hz-dar10.wav","Theta",0,"dar","1158.avi","1181.avi","1156.avi","1188.avi",1
6,"1100.avi","zero","sin-zero-4Hz-choir9.wav","Theta",0,"choir","1100.avi","1136.avi","1125.avi","1111.avi",1
7,"1111.avi","zero","sin-zero-4Hz-choir12.wav","Theta",0,"choir","1136.avi","1100.avi","1111.avi","1125.avi",3
8,"1156.avi","zero","sin-zero-4Hz-dar6.wav","Theta",0,"dar","1181.avi","1188.avi","1156.avi","1158.avi",3
9,"1136.avi","oneeighty","sin-oneeighty-4Hz-choir20.wav","Theta",180,"choir","1136.avi","1111.avi","1100.avi","1125.avi",1
10,"1003.avi","zero","sin-zero-4Hz-yann8.wav","Theta",0,"yann","1011.avi","1003.avi","1039.avi","1028.avi",2
11,"1188.avi","oneeighty","sin-oneeighty-4Hz-dar24.wav","Theta",180,"dar","1188.avi","1156.avi","1181.avi","1158.avi",1
12,"1092.avi","oneeighty","sin-oneeighty-4Hz-acoustic23.wav","Theta",180,"acoustic","1087.avi","1092.avi","1070.avi","1064.avi",2
13,"1087.avi","oneeighty","sin-oneeighty-4Hz-acoustic18.wav","Theta",180,"acoustic","1064.avi","1092.avi","1070.avi","1087.avi",4
14,"1039.avi","oneeighty","sin-oneeighty-4Hz-yann13.wav","Theta",180,"yann","1003.avi","1028.avi","1011.avi","1039.avi",4
15,"1028.avi","oneeighty","sin-oneeighty-4Hz-yann16.wav","Theta",180,"yann","1003.avi","1039.avi","1028.avi","1011.avi",3
16,"1011.avi","zero","sin-zero-4Hz-yann2.wav","Theta",0,"yann","1039.avi","1028.avi","1003.avi","1011.avi",4
