trialnumber,moviename,soundfolder,soundname,frequency,soundphase,soundcat
1,"1087.avi","oneeighty","sin-oneeighty-4Hz-acoustic18.wav","Theta",180,"acoustic"
2,"1039.avi","oneeighty","sin-oneeighty-4Hz-yann13.wav","Theta",180,"yann"
3,"1188.avi","oneeighty","sin-oneeighty-4Hz-dar24.wav","Theta",180,"dar"
4,"1136.avi","oneeighty","sin-oneeighty-4Hz-choir20.wav","Theta",180,"choir"
5,"1100.avi","zero","sin-zero-4Hz-choir9.wav","Theta",0,"choir"
6,"1064.avi","zero","sin-zero-4Hz-acoustic4.wav","Theta",0,"acoustic"
7,"1003.avi","zero","sin-zero-4Hz-yann8.wav","Theta",0,"yann"
8,"1092.avi","oneeighty","sin-oneeighty-4Hz-acoustic23.wav","Theta",180,"acoustic"
9,"1028.avi","oneeighty","sin-oneeighty-4Hz-yann16.wav","Theta",180,"yann"
10,"1011.avi","zero","sin-zero-4Hz-yann2.wav","Theta",0,"yann"
11,"1181.avi","oneeighty","sin-oneeighty-4Hz-dar23.wav","Theta",180,"dar"
12,"1158.avi","zero","sin-zero-4Hz-dar10.wav","Theta",0,"dar"
13,"1125.avi","oneeighty","sin-oneeighty-4Hz-choir13.wav","Theta",180,"choir"
14,"1156.avi","zero","sin-zero-4Hz-dar6.wav","Theta",0,"dar"
15,"1070.avi","zero","sin-zero-4Hz-acoustic1.wav","Theta",0,"acoustic"
16,"1111.avi","zero","sin-zero-4Hz-choir12.wav","Theta",0,"choir"
