trialnumber,moviename,soundfolder,soundname,frequency,soundphase,soundcat
1,"1056.avi","zero","sin-zero-4Hz-orch2.wav","Theta",0,"orch"
2,"1079.avi","oneeighty","sin-oneeighty-4Hz-orch14.wav","Theta",180,"orch"
3,"1103.avi","zero","sin-zero-4Hz-synth1.wav","Theta",0,"synth"
4,"1060.avi","zero","sin-zero-4Hz-orch1.wav","Theta",0,"orch"
5,"1021.avi","zero","sin-zero-4Hz-guitar3.wav","Theta",0,"guitar"
6,"1126.avi","oneeighty","sin-oneeighty-4Hz-synth22.wav","Theta",180,"synth"
7,"1170.avi","oneeighty","sin-oneeighty-4Hz-yann18.wav","Theta",180,"yann"
8,"1097.avi","zero","sin-zero-4Hz-synth11.wav","Theta",0,"synth"
9,"1013.avi","zero","sin-zero-4Hz-guitar2.wav","Theta",0,"guitar"
10,"1048.avi","oneeighty","sin-oneeighty-4Hz-guitar13.wav","Theta",180,"guitar"
11,"1027.avi","oneeighty","sin-oneeighty-4Hz-guitar20.wav","Theta",180,"guitar"
12,"1131.avi","oneeighty","sin-oneeighty-4Hz-synth16.wav","Theta",180,"synth"
13,"1148.avi","zero","sin-zero-4Hz-yann12.wav","Theta",0,"yann"
14,"1080.avi","oneeighty","sin-oneeighty-4Hz-orch18.wav","Theta",180,"orch"
15,"1162.avi","zero","sin-zero-4Hz-yann4.wav","Theta",0,"yann"
16,"1177.avi","oneeighty","sin-oneeighty-4Hz-yann17.wav","Theta",180,"yann"
