trialnumber,moviename,soundfolder,soundname,frequency,soundphase,soundcat
1,"1068.avi","zero","sin-zero-4Hz-choir2.wav","Theta",0,"choir"
2,"1025.avi","oneeighty","sin-oneeighty-4Hz-acoustic20.wav","Theta",180,"acoustic"
3,"1077.avi","oneeighty","sin-oneeighty-4Hz-choir22.wav","Theta",180,"choir"
4,"1104.avi","zero","sin-zero-4Hz-dar5.wav","Theta",0,"dar"
5,"1041.avi","oneeighty","sin-oneeighty-4Hz-acoustic13.wav","Theta",180,"acoustic"
6,"1010.avi","zero","sin-zero-4Hz-acoustic11.wav","Theta",0,"acoustic"
7,"1146.avi","zero","sin-zero-4Hz-ep11.wav","Theta",0,"ep"
8,"1143.avi","oneeighty","sin-oneeighty-4Hz-dar14.wav","Theta",180,"dar"
9,"1129.avi","oneeighty","sin-oneeighty-4Hz-dar16.wav","Theta",180,"dar"
10,"1078.avi","oneeighty","sin-oneeighty-4Hz-choir18.wav","Theta",180,"choir"
11,"1118.avi","zero","sin-zero-4Hz-dar8.wav","Theta",0,"dar"
12,"1058.avi","zero","sin-zero-4Hz-choir1.wav","Theta",0,"choir"
13,"1017.avi","zero","sin-zero-4Hz-acoustic3.wav","Theta",0,"acoustic"
14,"1191.avi","oneeighty","sin-oneeighty-4Hz-ep22.wav","Theta",180,"ep"
15,"1154.avi","zero","sin-zero-4Hz-ep5.wav","Theta",0,"ep"
16,"1180.avi","oneeighty","sin-oneeighty-4Hz-ep19.wav","Theta",180,"ep"
